census_tract,income,crime_rate_property,ownership_rate,non_english_french,move_rate,immigration_rate,unemployment_rate
535000100,54355,0.2850262697022767,0.29772329246935203,0.2714535901926445,0.2276707530647986,0.3064798598949212,0.05253940455341506
535000200,70254,0.03189792663476874,0.3588516746411483,0.04784688995215311,0.05582137161084529,0.27910685805422647,0.023923444976076555
535000400,27265,0.022372831948695524,0.037895350531992424,0.48753825972890247,0.22882961667395424,0.49118204343390176,0.050284215128989944
535000500,23244,0.041134473046374534,0.04617803104735704,0.44900766358813127,0.15621929652191,0.4725879347612498,0.049125564943996856
535000701,36981,0.024296911018810513,0.0636237897648686,0.4605809128630705,0.1590594744121715,0.4702627939142462,0.04426002766251729
535000702,29874,0.03436004031235828,0.02456538170823885,0.5291005291005291,0.22770219198790628,0.5517762660619804,0.05291005291005291
535000800,62374,0.0546541045100759,0.2708714996074326,0.27741428945302277,0.3127453546192096,0.3598534415074588,0.035331065166186865
535001001,76618,0.030346135609293504,0.44333807491702226,0.3259838786154576,0.26671408250355616,0.3413940256045519,0.032005689900426744
535001002,58189,0.05208972000812385,0.33261802575107297,0.3149908031882281,0.2176578786020846,0.3402820355610055,0.03448804414469651
535001100,65419,0.266372253339078,0.36837570012925464,0.23696682464454977,0.34791038345540715,0.2595863851788022,0.03769926755708746
535001200,66013,0.047746181547249474,0.32782813858189497,0.3408667577300385,0.40916428660126664,0.4023345337141438,0.047187383583757604
535001300,63090,0.0840723145949327,0.2723673792557403,0.3262074425969913,0.17735550277117973,0.4386381631037213,0.03800475059382423
535001400,90768,1.4285279805346716,0.42883211678832117,0.38321167883211676,0.3010948905109489,0.3102189781021898,0.06386861313868614
535001500,77194,0.1519572088501094,0.37199124726477023,0.24434719183078046,0.16593727206418674,0.3081692195477753,0.020058351568198397
535001600,61260,0.1090172465060214,0.4025423728813559,0.22301516503122212,0.2542372881355932,0.28991971454058874,0.025646743978590545
535001700,47155,0.05091721542803387,0.19677014738162432,0.30495453120100346,0.12151144559423016,0.3982439636249608,0.04233301975540922
535001800,45308,0.07763401109057301,0.27726432532347506,0.18176216882316698,0.16943930991990142,0.21565003080714726,0.0585335797905114
535001900,41595,0.03504364596010962,0.22533495736906212,0.3654080389768575,0.1278928136419001,0.3105968331303289,0.04415347137637028
535002000,129840,0.07495954692572815,0.3883495145631068,0.1553398058252427,0.13106796116504854,0.23300970873786409,0.009708737864077669
535002100,59083,0.027656477438070665,0.23620484319174276,0.1002381897578404,0.1687177451369591,0.1925367209210004,0.03374354902739182
535002200,89839,0.02038843483601371,0.29000790930661746,0.10282098602689164,0.17664118112312155,0.2016873187450567,0.029000790930661744
535002300,107554,0.03277545327743804,0.3009333762471838,0.07080785323463147,0.10782104924364339,0.1496620534277438,0.025748310267138717
535002400,65149,0.025371351407447805,0.27734496727952634,0.10828918666251168,0.12932377687753194,0.1916484886257401,0.02726706138984107
535002500,49410,0.03177284427284427,0.25096525096525096,0.1817889317889318,0.13513513513513514,0.24613899613899615,0.04504504504504504
535002600,46490,0.02800409941076095,0.24673328209069947,0.3704842428900845,0.14834742505764797,0.3620292083013067,0.06302843966179862
535002700,42136,0.028441163699522362,0.21602257924446375,0.499348675640469,0.14654798089448545,0.48957881024750327,0.04342162396873643
535002800,57921,0.05547669742139816,0.26969481902058196,0.3734918381831086,0.170333569907736,0.376153300212917,0.04435770049680625
535002900,47481,0.050025393600812595,0.22092432706957846,0.47316742847469107,0.15913323175893007,0.4460809209412561,0.051633654985610296
535003000,30451,0.032875457875384616,0.08351648351648351,0.43626373626373627,0.13626373626373625,0.4351648351648352,0.051648351648351645
