CTW_190,SLM_01,CTW_140A,DUR07,AGEGR10,SEX,MARSTAT,CXRFLAG,HHINCG1,LUC_RST,PRV
6,7,2,0,4,1,5,2,2,2,24
6,7,6,0,2,2,1,1,2,1,46
4,10,1,35,6,2,5,2,2,1,24
6,8,6,25,7,2,1,2,4,2,13
7,8,7,0,1,2,6,2,4,2,12
1,7,1,70,2,1,2,2,4,1,35
6,8,6,125,3,2,2,1,6,1,24
4,9,1,55,3,2,6,1,3,3,11
6,7,6,30,6,1,1,2,3,2,24
6,6,2,90,1,1,6,2,6,1,59
6,9,6,120,6,1,2,2,3,1,35
6,8,6,180,5,1,5,2,2,1,12
6,10,6,380,2,2,1,1,6,1,46
6,7,6,10,6,2,3,2,1,2,10
4,8,1,0,5,1,6,2,3,1,12
3,9,1,60,5,1,5,2,8,1,48
4,8,1,60,5,2,6,2,4,1,48
6,6,6,30,4,1,1,1,2,2,48
6,6,6,0,3,1,6,2,3,3,11
6,7,6,30,4,2,1,1,8,1,35
6,8,6,0,7,2,6,2,1,1,35
4,9,1,20,6,1,1,1,8,1,24
4,8,2,70,3,1,2,1,7,1,24
6,10,6,30,7,1,1,2,2,2,12
4,8,1,60,4,2,1,1,8,1,10
3,9,2,85,1,2,6,2,3,1,24
6,8,6,120,6,2,1,2,5,1,24
3,8,1,20,3,1,1,1,8,1,35
4,7,1,0,5,1,1,2,8,1,48
6,10,6,100,2,2,1,1,7,2,13
6,6,6,175,3,1,1,1,4,1,46
4,10,1,115,4,2,1,2,4,2,10
6,7,6,110,3,1,5,1,5,1,35
6,6,2,240,5,1,5,2,1,1,12
6,9,6,340,5,2,1,2,5,3,11
6,7,6,0,6,1,1,2,6,1,35
8,8,8,100,5,2,1,2,6,1,35
6,99,6,0,6,1,1,2,3,1,35
6,10,6,30,7,2,1,2,2,2,24
6,98,6,0,6,1,6,2,2,1,59
6,7,2,120,2,1,6,2,3,1,35
6,4,2,0,5,1,5,2,4,2,35
1,7,1,120,6,2,1,2,1,1,59
6,8,6,20,7,2,3,2,2,1,12
6,4,2,0,5,1,1,1,3,1,35
1,5,2,260,4,2,6,2,2,1,59
6,8,6,195,6,2,1,2,5,1,59
3,8,1,20,4,1,4,1,2,1,59
4,7,2,100,3,2,6,2,5,1,35
6,8,6,60,6,1,1,2,2,1,13
6,10,6,40,5,2,2,2,2,1,35
6,10,6,60,2,2,1,1,3,3,11
6,10,2,0,5,2,6,1,7,1,47
1,9,1,195,3,1,1,1,8,1,35
6,10,2,0,4,1,1,2,5,2,48
6,9,6,20,5,1,6,2,1,2,59
6,8,6,0,5,2,1,2,3,1,24
6,8,6,90,1,2,6,2,8,2,47
6,9,6,90,5,2,1,2,4,1,35
1,7,1,50,4,1,1,2,8,3,11
6,8,6,620,5,2,1,2,7,1,35
4,7,1,10,2,1,1,1,4,1,35
6,7,6,135,4,2,1,1,8,1,35
6,8,6,70,4,2,1,2,4,1,24
1,8,1,100,5,2,6,2,6,1,59
6,6,6,20,5,2,1,2,4,1,13
6,7,6,0,6,1,1,2,2,1,13
3,9,1,70,1,1,6,2,6,1,59
6,99,6,10,3,1,1,2,7,3,11
6,9,6,40,4,2,1,1,4,1,13
6,8,6,80,4,2,1,1,8,1,24
6,10,6,30,7,1,1,2,1,1,24
6,10,6,20,7,2,3,2,1,2,10
4,7,1,65,3,1,2,1,6,1,24
6,9,6,0,6,2,3,2,2,1,13
6,8,6,90,5,2,1,2,4,1,24
6,6,6,20,7,1,1,2,2,2,24
6,6,6,115,6,2,1,2,8,1,35
6,9,2,395,6,1,6,2,3,2,48
6,8,6,0,6,1,1,2,5,1,13
4,8,1,50,5,2,1,2,4,2,24
4,8,1,70,4,2,1,2,5,1,59
2,10,2,0,5,1,6,2,3,1,10
6,10,6,20,3,2,6,2,2,1,59
1,9,1,40,6,1,1,2,4,1,46
6,10,6,80,5,1,4,2,1,2,10
6,10,6,80,6,2,5,2,2,1,24
4,7,1,105,3,2,6,1,2,2,13
4,9,1,0,5,1,6,1,2,2,24
3,10,1,85,5,1,1,2,7,1,35
1,8,1,10,2,1,6,2,8,3,11
3,7,1,905,3,1,2,2,5,2,59
4,8,1,95,4,2,1,1,7,1,35
3,4,1,120,3,1,1,1,8,1,35
6,8,6,200,7,1,2,2,4,2,12
4,8,1,20,1,1,6,2,3,2,46
6,9,6,0,2,2,1,1,4,2,12
4,9,1,30,4,2,1,1,8,2,12
1,10,1,60,2,1,1,1,4,1,10
6,5,6,0,5,2,1,2,6,3,11
6,4,6,150,5,1,1,2,5,1,35
1,6,1,125,5,2,1,2,7,1,12
4,8,1,25,5,1,2,2,6,1,24
4,8,1,150,6,1,1,2,8,1,46
6,8,6,235,4,2,1,2,8,1,59
6,99,6,0,2,1,6,2,3,1,48
6,9,6,80,6,1,1,2,6,3,11
4,9,1,20,6,2,3,2,3,1,13
6,7,6,130,5,1,3,2,1,2,46
4,10,1,130,6,1,1,1,8,1,59
4,5,1,80,4,2,6,2,3,2,24
4,7,1,80,6,1,1,2,8,1,24
4,7,1,85,4,2,3,2,5,1,48
6,9,6,30,6,1,3,2,2,1,24
3,9,1,115,1,2,6,2,8,1,24
3,9,1,30,1,2,6,2,6,2,24
4,10,1,70,2,2,1,1,4,2,35
4,8,2,55,2,1,2,1,6,1,24
1,5,1,100,5,1,1,1,6,1,35
3,10,1,30,1,2,6,2,5,1,24
6,9,6,30,7,2,1,2,2,1,13
4,9,1,0,5,2,1,2,3,3,11
6,8,6,0,6,1,5,2,2,1,24
4,7,1,20,5,2,5,2,2,3,11
4,10,1,45,4,1,1,1,8,2,10
6,7,6,50,5,2,6,1,7,1,35
3,8,1,50,3,2,1,1,8,1,12
4,9,2,150,4,1,1,1,7,1,24
1,4,1,70,1,1,6,2,8,1,35
6,8,2,90,4,1,1,1,8,1,48
6,5,6,60,1,1,6,2,3,2,46
6,9,6,375,5,1,1,2,8,1,46
6,99,6,0,3,2,1,1,6,1,48
3,10,1,85,3,2,2,1,6,2,24
6,9,6,20,6,1,1,2,4,2,35
4,8,1,20,2,1,2,1,5,1,24
6,99,6,40,5,2,3,1,8,3,11
6,8,6,0,6,2,1,2,2,1,24
6,9,6,180,3,2,1,1,8,1,48
6,8,6,20,6,1,5,2,2,1,47
6,9,6,35,6,2,6,2,2,1,24
6,9,6,60,7,1,3,1,8,1,12
6,7,6,110,5,2,6,2,2,2,35
1,8,1,20,5,2,1,1,8,1,35
6,8,6,55,7,1,1,2,5,1,35
3,7,1,20,3,1,1,1,4,1,35
4,7,1,0,1,2,6,2,6,2,24
4,7,2,0,1,1,6,2,3,1,35
6,10,6,20,7,1,1,2,3,1,24
4,6,1,30,4,2,5,2,3,1,10
1,7,1,65,3,1,1,1,5,1,12
4,8,2,135,3,2,1,2,4,1,13
4,6,1,80,1,1,6,2,2,1,12
4,8,1,0,2,2,1,2,4,1,47
6,4,6,0,5,1,6,2,1,2,12
6,7,6,0,6,1,2,2,4,1,24
6,10,6,0,7,2,3,2,2,2,47
6,9,6,120,6,2,3,2,7,3,11
6,6,6,20,6,2,1,2,1,1,35
3,6,2,170,5,2,1,2,8,2,59
6,10,6,80,5,1,1,2,8,1,35
3,8,1,170,1,2,2,2,1,1,35
6,7,6,0,2,2,1,1,4,1,12
2,3,1,80,5,1,6,2,2,1,13
4,5,1,80,4,2,1,2,6,1,48
4,8,1,70,4,1,1,1,5,1,35
6,4,6,20,5,2,3,2,1,1,35
4,7,1,0,3,2,1,1,6,2,47
6,7,6,40,4,2,1,2,3,1,10
6,5,6,0,6,2,1,2,3,2,24
6,5,6,35,4,2,2,2,2,1,24
6,10,6,0,5,2,2,2,7,2,48
6,97,6,90,7,1,1,2,2,1,24
6,8,2,60,5,1,1,2,6,1,35
6,10,6,0,6,2,1,2,5,1,59
3,6,2,90,1,1,6,2,8,1,48
6,8,6,180,4,2,1,1,8,1,35
6,10,6,0,6,1,1,2,2,1,35
6,8,6,120,7,2,3,2,2,1,35
4,6,1,50,5,2,4,2,3,1,13
6,8,6,110,2,2,5,1,2,1,24
6,7,6,205,1,2,6,2,5,1,59
6,8,6,20,3,1,2,1,8,1,24
4,10,1,120,5,2,1,1,7,1,35
1,9,1,140,1,2,6,2,6,1,13
4,4,1,30,3,2,1,1,7,1,13
1,8,1,80,5,2,1,2,7,1,59
6,6,6,20,5,2,1,1,8,1,47
4,7,1,305,4,2,1,1,8,2,35
4,7,1,20,4,2,6,2,1,2,12
6,8,6,0,5,2,1,2,8,1,13
4,10,1,90,2,1,6,2,2,2,48
6,8,6,65,5,2,1,2,6,1,48
6,10,6,0,4,1,6,2,1,1,46
1,10,1,40,1,2,6,2,2,1,48
1,5,1,300,4,1,1,1,7,1,35
6,99,6,50,2,2,1,1,8,1,24
6,10,6,0,6,2,3,2,2,1,46
4,9,2,70,5,1,1,1,8,1,35
6,10,6,0,7,1,1,2,8,1,35
6,99,6,30,3,1,6,2,1,1,46
4,6,1,110,2,1,1,1,6,1,35
6,9,6,0,6,1,1,1,8,1,35
6,5,6,80,4,2,1,1,4,1,46
6,7,6,0,6,2,1,2,4,1,59
2,8,2,110,1,2,6,2,8,1,35
4,6,1,60,3,1,1,2,5,1,59
6,7,2,20,4,2,2,1,1,1,24
4,9,2,180,5,2,4,2,3,1,35
6,3,6,0,3,1,2,2,6,1,48
6,10,6,120,4,2,1,2,2,2,10
6,8,6,0,6,2,3,1,3,1,24
6,10,6,45,7,2,5,2,2,2,46
6,8,6,40,6,2,5,2,1,1,13
4,7,1,30,2,2,1,2,3,1,46
6,9,6,70,6,1,1,2,6,1,35
4,8,1,60,5,2,2,2,6,2,24
6,99,6,10,4,2,4,2,2,2,10
6,10,6,0,6,2,5,2,2,1,13
3,7,1,60,5,1,1,2,3,1,46
6,9,6,60,6,1,1,2,3,1,59
4,7,1,10,3,1,6,2,3,1,24
6,7,6,20,6,1,3,2,2,1,12
6,8,6,20,5,2,3,2,2,2,10
2,9,2,20,1,1,6,2,1,1,59
6,10,6,0,2,2,2,1,1,1,24
6,7,6,120,3,2,1,1,2,1,35
1,7,1,200,3,2,6,2,4,1,35
4,8,1,60,5,2,3,2,2,1,47
6,5,6,15,7,1,1,2,3,2,48
4,7,1,60,2,1,2,1,6,1,24
2,8,1,70,4,2,5,1,6,1,24
6,5,2,10,7,1,1,2,4,3,11
6,8,6,0,7,2,3,2,2,2,35
6,6,2,0,3,2,1,1,5,1,24
6,2,6,0,1,1,6,2,8,1,35
6,8,6,120,5,2,1,2,4,1,59
6,8,2,60,5,1,1,2,8,1,35
4,7,2,160,1,2,6,2,1,1,35
6,8,6,10,7,2,3,2,1,1,24
4,8,1,165,4,2,6,2,5,1,48
1,8,1,235,2,1,6,2,6,1,35
3,7,1,90,1,2,6,2,8,2,35
4,8,1,30,2,1,2,1,5,2,24
6,6,2,70,1,1,6,2,8,2,35
4,6,1,25,5,1,1,2,7,2,48
6,6,6,50,7,2,3,2,3,3,11
3,9,1,45,3,1,1,1,8,1,35
6,97,6,40,7,1,6,2,2,1,35
4,10,1,85,2,1,1,2,2,1,46
4,7,1,0,6,1,1,2,5,2,59
6,6,6,160,3,1,1,1,8,1,35
4,9,1,60,3,1,1,1,8,1,47
1,1,1,0,4,1,6,1,4,1,35
6,7,6,40,2,2,2,1,6,1,24
6,9,6,650,7,2,3,1,6,1,35
4,6,1,80,4,1,1,2,2,1,24
9,8,9,65,3,1,5,2,3,1,59
6,10,6,40,5,2,1,2,3,3,11
6,8,6,290,6,2,2,2,3,1,35
6,10,2,40,4,2,1,2,3,1,24
4,8,2,0,2,1,6,1,5,1,35
6,8,2,90,4,1,5,2,1,1,35
6,8,6,0,5,2,1,2,2,1,13
4,9,1,14,3,1,2,1,3,1,24
6,9,6,150,6,2,1,2,4,1,59
6,99,6,30,3,2,2,1,6,1,24
6,8,6,0,5,2,1,1,7,1,35
6,10,6,60,6,2,1,2,2,2,48
6,9,6,35,7,2,1,2,5,1,13
3,9,1,10,4,1,5,2,4,1,46
4,8,1,60,4,2,1,1,8,2,59
3,4,1,60,1,1,6,2,8,1,59
6,9,6,60,6,2,1,2,2,2,24
4,7,1,55,4,1,4,2,5,1,48
2,7,2,75,5,1,2,2,5,1,24
6,7,6,0,4,1,2,1,4,1,35
6,10,6,20,6,1,1,2,4,1,48
6,8,6,60,5,1,1,2,4,1,48
4,10,1,120,3,1,6,2,6,2,13
6,10,6,75,2,1,6,2,1,1,48
6,8,6,160,5,2,5,2,2,1,46
1,10,1,0,4,2,2,2,4,1,13
6,5,6,0,6,2,5,2,4,1,35
4,5,1,20,4,1,6,2,1,1,24
4,5,1,75,4,1,1,1,6,2,10
4,8,1,40,5,2,1,2,3,2,24
2,9,2,185,1,1,6,2,3,1,13
1,8,1,300,5,1,5,2,7,2,35
6,9,6,110,6,2,3,2,2,1,59
6,9,6,30,6,2,1,2,8,1,48
4,6,1,45,5,1,1,1,5,2,35
4,8,1,100,2,2,6,1,2,2,24
6,9,2,0,5,2,1,2,6,1,35
4,8,1,115,5,1,1,1,7,1,35
4,6,2,90,6,2,5,2,2,1,48
6,9,6,85,6,2,1,2,5,1,35
1,10,1,90,5,1,1,2,8,1,47
4,7,1,120,5,1,2,2,6,1,59
6,5,6,0,6,2,3,2,3,1,59
6,3,2,0,7,2,5,2,3,1,46
6,7,6,50,7,1,1,2,2,1,35
6,7,6,60,7,2,1,2,8,1,59
6,10,6,20,7,2,3,2,1,2,47
2,8,1,220,2,1,6,2,3,1,24
6,7,6,135,3,1,2,1,6,1,24
4,6,1,50,4,2,4,2,2,1,24
6,7,6,0,7,2,5,2,2,3,11
6,9,6,0,6,2,1,2,2,2,24
6,10,6,20,6,2,5,2,2,1,35
6,6,6,60,5,1,4,2,2,2,13
6,7,6,155,6,2,3,2,2,2,13
6,8,6,70,3,1,1,2,7,1,24
4,8,1,20,1,1,6,2,8,1,24
6,10,6,130,6,2,1,2,4,1,35
4,9,1,45,5,1,2,2,4,2,10
6,4,6,0,5,1,5,2,3,1,35
1,6,1,70,3,2,1,2,7,1,35
6,8,6,20,6,2,3,1,2,1,35
6,99,6,50,3,2,6,2,3,2,24
6,9,6,20,6,2,1,2,4,3,11
4,8,1,150,3,2,1,1,6,1,10
1,10,2,40,4,2,1,1,7,1,35
6,10,2,40,4,2,1,1,7,2,12
6,8,6,20,7,1,1,2,2,1,24
6,10,2,20,2,2,1,2,4,1,35
3,7,1,180,4,2,1,1,8,1,12
6,10,6,80,2,2,1,1,4,1,48
6,8,6,40,2,1,6,2,5,2,12
6,6,2,20,2,2,6,2,2,1,10
6,0,6,20,5,2,1,2,1,1,35
6,9,6,55,4,2,5,2,2,1,48
6,4,6,20,6,2,3,2,2,1,59
6,10,6,115,5,2,6,2,3,1,24
2,8,1,115,3,2,4,1,3,1,35
6,10,6,60,7,2,1,2,3,1,35
4,7,1,105,4,1,1,2,4,1,48
6,10,6,35,6,2,3,2,1,2,47
3,8,1,40,5,2,1,2,6,1,12
3,8,1,120,5,2,5,2,3,2,47
6,4,6,0,6,1,5,2,3,1,24
6,10,6,10,6,1,1,2,4,1,59
6,8,6,0,6,1,1,2,4,2,13
6,7,2,90,2,1,2,2,3,1,24
6,8,6,0,1,2,6,2,6,1,10
4,6,2,20,2,2,6,2,3,1,24
2,8,2,120,2,1,1,2,2,1,35
4,8,1,40,6,2,1,2,8,1,35
6,99,6,90,1,2,6,2,3,1,46
6,10,2,200,2,2,6,2,3,2,46
6,10,6,0,6,2,1,2,5,2,48
4,8,1,85,5,1,3,2,5,2,48
6,8,6,80,2,2,1,2,7,1,59
6,5,6,20,5,1,1,2,4,1,24
4,10,1,40,5,1,5,2,2,2,47
6,1,6,0,4,2,2,2,3,1,59
1,7,1,0,2,1,1,2,1,1,35
4,7,2,30,1,1,6,2,3,1,24
6,8,6,0,2,2,2,1,1,2,47
6,8,6,45,6,2,1,2,3,2,35
4,7,1,75,3,1,6,2,5,1,24
6,8,2,45,3,2,1,1,6,1,24
6,2,6,0,4,2,3,2,1,3,11
1,8,1,0,3,1,2,1,5,1,24
6,9,6,70,6,1,5,2,1,2,24
6,6,6,120,3,2,1,1,2,1,24
1,6,2,0,2,1,6,2,4,1,24
4,10,1,0,6,1,6,2,2,1,35
4,8,1,90,2,2,2,2,8,1,12
1,98,1,75,5,2,3,2,6,2,24
6,10,6,110,4,1,5,2,7,1,13
6,2,6,20,4,2,1,1,3,1,13
1,8,1,170,2,1,1,1,6,1,35
1,5,1,80,4,1,5,2,2,1,10
6,10,6,15,7,2,4,2,1,1,24
4,8,1,100,2,2,1,1,8,1,10
6,4,2,60,2,1,6,2,3,1,59
3,9,1,140,4,2,6,2,4,1,24
6,7,2,0,4,2,5,1,4,1,12
6,8,2,70,3,2,1,1,4,1,24
4,7,1,15,3,2,1,1,7,1,24
1,8,1,60,2,2,2,2,7,1,48
6,10,6,260,6,1,3,2,2,2,12
6,7,6,65,5,1,4,2,3,1,35
4,8,1,155,6,2,3,2,3,1,46
6,8,6,105,2,2,1,2,6,1,47
6,8,6,135,4,1,1,1,6,1,13
1,5,1,75,1,2,6,2,5,1,47
6,99,6,0,4,1,1,2,5,1,59
4,9,1,40,5,1,1,2,4,2,13
6,8,2,0,1,2,2,2,5,1,12
4,10,1,20,6,1,3,2,2,1,13
6,4,2,40,1,2,6,2,1,1,59
6,9,6,20,6,2,1,2,3,3,11
6,9,6,65,4,2,1,1,8,1,10
6,9,6,40,7,1,3,2,2,2,35
4,8,1,85,3,2,5,1,4,1,35
6,99,6,0,5,1,6,2,8,2,35
6,8,6,0,6,2,3,2,2,2,24
6,10,6,0,5,2,5,2,3,1,35
6,6,6,510,4,2,6,1,5,1,59
6,7,6,105,4,1,1,1,4,1,13
4,8,1,90,2,2,4,1,2,2,35
4,8,1,90,4,1,1,1,8,2,10
6,9,2,0,6,1,1,2,5,2,46
1,6,2,170,3,1,1,2,8,1,48
6,5,2,0,5,1,6,2,2,2,12
6,9,6,20,5,2,1,2,3,2,12
4,8,1,40,2,1,1,1,2,1,10
6,8,6,80,5,2,1,2,8,1,12
4,10,1,60,6,2,1,2,5,2,35
1,10,1,40,4,1,1,1,6,1,35
4,8,1,80,2,1,1,1,1,2,48
6,8,6,80,4,2,1,1,6,1,13
4,10,1,115,6,1,1,1,8,1,35
4,7,1,35,3,1,1,1,8,1,13
6,8,6,210,6,1,1,2,2,1,35
6,8,2,60,4,2,1,1,8,2,48
9,9,9,135,3,2,1,1,8,1,48
6,7,6,75,5,1,4,2,3,1,59
1,7,1,100,5,2,5,2,1,1,35
6,8,6,95,6,2,3,2,4,2,24
3,8,1,60,5,1,1,2,8,1,24
4,7,1,0,3,1,2,2,7,2,24
4,5,2,50,2,1,1,1,4,1,59
6,10,6,0,7,2,2,2,8,1,24
4,10,1,60,2,1,1,1,3,1,48
6,7,6,50,6,2,1,2,8,2,59
6,10,6,120,5,2,1,2,5,2,35
9,9,9,140,5,1,1,2,2,3,11
6,8,2,75,4,2,6,2,3,1,59
6,9,2,0,3,2,1,1,3,1,35
6,8,6,50,5,1,1,2,2,1,59
6,9,6,60,7,2,3,2,4,1,59
3,7,1,0,3,2,1,1,8,1,35
4,7,1,70,2,2,1,1,6,1,13
6,7,6,95,6,2,1,2,8,1,59
6,8,6,240,5,1,1,2,7,1,35
6,9,6,80,5,2,1,2,5,1,10
1,7,2,120,3,2,1,1,8,1,48
4,8,1,110,5,2,4,2,2,1,24
1,7,1,155,3,1,2,1,8,1,10
6,6,6,0,6,1,1,2,4,2,35
6,10,6,0,7,2,1,2,2,1,35
6,99,6,0,7,1,1,2,2,2,10
6,8,6,0,7,2,3,2,2,1,59
4,7,1,40,6,2,4,2,2,1,24
6,9,6,150,5,2,1,2,8,1,35
6,8,6,0,5,2,4,2,7,2,59
6,8,6,25,6,2,4,2,2,1,35
3,6,1,135,4,1,5,2,1,1,35
6,8,6,0,7,1,6,2,2,1,35
6,9,6,120,5,1,1,1,7,1,24
4,8,1,0,5,1,1,2,2,1,46
6,10,6,40,3,2,4,1,3,1,35
4,10,1,35,4,2,1,2,8,1,13
1,7,1,165,2,2,1,1,5,1,35
6,6,6,105,6,1,1,2,6,1,13
6,7,6,0,6,1,2,2,3,1,35
4,7,1,60,4,2,1,1,8,1,59
4,8,1,30,4,2,1,1,8,1,59
6,9,2,15,4,1,1,1,8,1,35
6,7,6,0,2,2,6,2,3,1,13
1,0,1,120,2,1,6,2,5,1,12
3,9,2,30,4,2,1,1,4,1,12
4,5,1,55,3,2,6,2,2,1,24
6,8,6,390,4,2,6,1,6,1,48
6,10,6,30,7,2,3,2,2,2,46
4,3,2,0,1,1,6,2,6,1,24
4,7,1,185,5,2,5,2,2,2,10
6,8,2,80,3,1,1,1,8,1,24
6,7,2,110,3,1,1,1,8,2,47
6,8,6,60,7,1,1,2,8,1,24
6,4,6,145,5,1,1,2,4,1,47
2,10,1,105,3,1,1,2,4,1,35
2,9,1,40,3,2,6,2,5,1,35
6,8,2,45,1,2,6,2,4,1,48
4,7,2,65,3,2,6,2,3,1,35
4,8,1,90,1,1,6,2,6,3,11
4,6,1,20,6,2,6,2,3,2,48
6,9,6,105,6,1,3,2,4,2,24
6,8,6,70,7,1,1,2,4,1,59
6,6,6,35,1,2,6,2,4,1,47
6,10,6,10,6,2,1,2,2,2,10
4,8,2,60,3,1,2,1,8,1,24
6,10,6,80,5,2,5,2,1,1,59
6,8,6,30,7,2,1,2,7,1,59
4,9,1,110,5,2,5,2,4,1,59
6,99,6,40,2,2,1,2,6,1,59
4,8,1,0,4,1,2,2,5,1,35
6,7,6,90,4,2,4,1,3,1,24
6,10,6,10,6,1,2,2,7,1,35
4,8,1,70,2,1,1,1,7,1,46
4,9,1,180,5,1,1,1,6,2,35
6,99,6,0,6,2,3,1,6,1,59
6,6,6,30,6,1,1,2,4,1,35
6,3,6,0,3,2,6,2,5,2,13
6,8,2,45,6,1,1,2,8,3,11
6,7,6,60,5,2,4,1,7,2,35
6,10,6,280,3,2,1,1,7,1,35
6,10,6,20,7,2,1,2,5,1,35
4,7,1,40,4,2,1,1,6,1,35
6,10,6,0,3,1,1,2,7,3,11
6,0,6,0,7,2,1,2,3,2,35
6,8,6,40,6,1,1,2,8,1,35
6,10,6,315,5,2,1,1,8,1,59
6,7,6,0,6,2,5,2,3,1,13
2,5,1,40,2,1,6,2,1,1,35
1,10,1,0,3,1,1,2,5,1,35
3,7,1,145,3,2,1,1,4,1,59
3,8,1,45,2,2,2,2,8,1,59
6,10,2,0,5,1,1,2,6,1,24
4,9,1,70,5,1,1,2,7,2,13
6,97,6,0,7,2,3,2,2,1,24
4,7,2,60,2,2,6,2,3,1,12
6,8,6,50,1,1,6,2,8,1,35
6,0,6,120,4,1,6,2,5,1,24
4,4,1,80,4,1,5,2,1,3,11
4,7,2,0,3,2,2,1,8,1,24
6,10,6,220,5,2,1,2,7,1,35
6,9,6,630,7,1,1,2,6,1,35
4,9,1,25,6,1,1,2,7,1,35
4,10,1,40,5,1,1,2,5,2,10
4,5,1,10,4,1,6,2,3,1,48
1,5,1,105,3,1,1,1,1,1,59
6,4,6,80,2,1,6,2,7,1,35
4,8,1,245,3,2,1,1,6,2,47
6,10,6,30,7,2,3,2,2,1,13
4,8,1,30,5,1,1,1,8,1,46
3,7,1,10,2,1,6,2,3,2,46
9,7,9,30,1,1,6,2,1,2,35
6,10,6,60,6,2,3,1,5,1,35
3,6,1,135,2,2,6,1,2,2,46
4,7,1,60,4,1,1,1,8,1,47
4,8,1,20,5,2,4,2,2,3,11
6,7,6,55,6,1,2,2,1,1,59
1,7,1,160,3,2,1,1,8,1,59
1,9,1,20,4,2,1,1,8,1,24
6,8,2,50,2,1,6,2,8,1,35
6,7,6,30,7,2,3,2,2,1,24
1,7,2,30,2,2,2,2,5,1,24
6,10,6,55,7,2,3,2,1,1,13
6,9,6,0,7,2,4,2,4,1,59
6,6,6,0,1,1,6,2,4,1,35
6,8,6,0,2,2,1,1,3,1,35
4,7,1,215,3,2,5,1,4,2,46
6,8,6,230,6,2,1,2,5,2,47
4,10,7,20,3,2,1,1,8,1,59
6,5,6,100,7,2,1,1,8,1,48
6,8,6,600,5,1,1,1,3,2,35
6,8,6,10,6,1,1,2,2,2,24
2,9,2,70,1,2,6,2,2,1,35
4,6,1,60,4,2,2,1,4,1,24
4,10,1,20,6,2,6,2,2,1,24
4,9,1,0,4,2,6,2,3,1,13
6,10,6,0,7,2,3,2,2,1,24
4,9,1,75,4,1,1,2,5,2,48
3,8,1,40,4,1,1,2,8,1,59
6,6,6,0,6,2,3,2,1,1,12
4,7,1,45,6,2,1,2,5,1,59
4,9,1,55,2,2,6,2,2,1,24
6,9,6,20,4,2,1,2,4,1,10
6,8,6,0,5,2,1,1,8,1,35
6,10,6,540,7,1,1,2,1,2,13
6,10,6,140,6,1,1,2,5,1,59
6,8,6,0,6,2,5,2,2,1,12
4,6,1,65,3,2,1,1,2,1,35
1,8,1,95,3,2,1,1,8,1,48
4,8,1,50,6,2,1,2,3,1,35
6,9,6,90,6,1,1,2,5,1,12
4,9,2,35,4,1,1,2,4,1,46
6,8,2,0,2,1,6,2,8,2,35
6,10,6,210,4,2,6,2,8,1,35
4,10,1,30,3,1,2,1,6,1,24
6,99,6,10,5,2,3,2,2,2,59
6,8,6,40,2,2,1,1,4,1,35
2,5,2,140,2,1,1,2,5,1,35
6,10,6,30,6,2,3,2,1,1,13
6,7,6,50,5,1,2,2,7,1,13
4,7,1,0,5,1,6,2,4,2,48
4,9,1,60,2,1,6,2,2,1,59
3,5,1,45,5,2,6,2,5,1,35
6,10,6,480,5,1,1,2,7,1,46
1,10,1,90,4,1,1,2,3,1,35
1,6,1,135,5,1,2,2,5,2,35
1,5,2,175,2,1,6,2,2,1,35
3,8,1,180,2,1,1,2,2,1,35
6,5,6,0,5,1,1,2,2,2,47
1,10,1,50,4,1,1,2,8,1,48
6,0,6,0,6,2,1,2,5,1,24
1,7,1,105,3,1,1,2,8,1,35
6,8,6,10,4,1,5,2,1,1,35
6,6,6,0,6,2,4,2,1,3,11
4,10,1,30,5,1,2,2,3,1,35
6,9,6,0,7,2,3,2,2,1,35
6,7,6,65,2,1,2,2,4,1,47
3,8,1,45,4,2,6,1,2,1,35
4,8,2,30,1,1,6,2,3,1,24
6,5,6,0,7,2,3,2,1,2,24
4,6,2,55,1,2,6,2,6,1,35
6,7,6,0,7,1,6,2,5,1,59
6,3,6,0,6,1,1,2,4,3,11
6,10,6,0,6,1,1,2,5,1,48
6,9,6,0,2,2,1,1,2,2,47
6,99,6,30,7,2,3,2,2,2,10
6,10,6,0,7,1,6,2,2,1,10
1,10,1,180,3,2,1,1,5,1,35
4,5,1,0,4,1,1,2,5,1,35
4,10,1,40,4,1,1,1,7,1,35
1,10,1,90,5,1,6,2,5,1,46
6,5,2,50,5,2,1,2,2,2,13
3,7,2,170,1,2,6,2,3,1,24
4,7,2,155,5,2,3,2,6,1,48
4,8,1,85,5,1,1,2,8,1,59
6,5,6,0,7,2,3,2,3,1,24
4,8,1,120,4,1,6,2,5,1,35
1,8,1,70,2,2,2,1,4,1,35
1,8,1,130,2,1,2,2,2,1,35
4,8,2,10,1,2,6,2,2,1,35
6,5,6,0,4,2,5,2,1,1,12
6,8,6,455,3,2,1,1,7,2,10
4,8,1,0,6,1,1,2,3,1,13
6,7,6,70,4,1,6,2,4,2,47
6,3,2,120,4,1,6,2,8,2,48
6,10,2,20,3,2,5,2,6,1,35
4,10,1,30,1,1,6,2,4,1,35
6,9,6,100,6,2,1,2,4,1,59
6,97,6,45,6,1,6,2,2,2,13
4,8,1,55,5,1,1,1,5,1,59
4,8,1,70,3,1,1,1,2,1,35
6,10,6,95,5,2,4,2,1,2,35
4,7,1,115,5,2,5,1,8,1,35
4,9,1,45,3,1,6,2,4,1,13
