CTW_190,SLM_01,CTW_140A,DUR07,AGEGR10,SEX,MARSTAT,CXRFLAG,HHINCG1,LUC_RST,PRV
3,7,1,40,3,1,5,1,4,1,35
6,7,2,85,2,1,6,2,6,1,35
2,8,1,180,5,1,1,2,5,1,35
6,5,6,100,5,2,1,2,3,1,12
4,8,1,40,5,2,5,2,3,3,11
6,9,6,195,3,2,1,1,8,1,10
6,8,6,0,6,2,1,2,3,1,46
2,9,1,440,3,2,2,2,7,1,24
6,10,6,30,7,2,3,2,5,1,13
1,5,1,90,4,1,6,2,3,1,10
4,2,2,0,1,2,6,2,5,1,59
3,9,1,50,4,2,1,1,8,1,35
6,9,2,20,4,2,2,2,4,2,13
6,8,6,20,3,1,1,1,4,2,10
4,8,1,160,5,1,1,2,5,2,12
6,6,6,60,5,1,1,2,5,1,13
6,10,6,0,6,1,1,2,4,1,48
9,2,9,130,4,1,1,2,7,1,48
6,3,6,80,6,2,4,2,2,1,59
3,9,1,60,6,1,1,2,6,1,46
6,10,6,0,6,2,1,2,6,2,13
6,10,2,50,4,2,6,2,7,1,10
4,7,1,130,3,1,1,1,8,1,35
6,8,6,0,5,2,5,2,2,2,12
6,7,6,0,5,1,1,2,5,2,59
4,8,1,40,4,1,1,1,8,2,35
3,8,1,120,3,1,1,1,7,1,35
4,8,1,20,3,1,2,1,7,2,10
6,10,6,80,5,2,5,2,3,1,46
6,8,6,20,6,1,5,2,3,2,35
4,8,1,40,5,2,6,2,8,1,13
6,10,6,0,5,2,6,2,3,1,46
6,6,6,25,7,1,1,2,8,1,59
6,6,6,40,5,2,3,2,3,1,10
1,2,2,90,4,2,3,1,3,1,35
6,8,6,140,4,2,1,1,8,1,35
6,6,6,45,3,2,1,1,3,1,35
6,9,2,0,5,2,1,2,3,1,24
6,7,2,20,6,1,1,2,3,3,11
6,97,6,40,7,1,1,2,2,2,24
4,8,1,40,4,1,2,2,6,1,59
6,8,6,70,6,1,1,2,6,1,24
4,5,1,40,1,2,6,2,8,1,24
6,10,6,0,7,2,3,2,1,1,35
6,8,6,45,6,2,5,2,1,1,10
6,10,6,0,5,2,1,2,8,1,47
6,99,6,50,6,2,5,2,1,2,24
3,8,1,90,1,2,6,1,1,1,59
6,8,6,0,7,1,5,2,2,1,10
6,8,6,40,7,2,3,2,2,1,35
4,8,2,20,1,1,6,2,8,1,24
6,10,6,0,7,2,3,2,2,1,10
4,7,2,30,4,1,6,1,2,1,35
6,8,6,0,6,1,6,2,3,2,35
6,8,6,80,4,2,6,2,4,1,24
6,8,6,95,3,2,1,1,4,1,48
6,6,6,115,4,1,6,2,2,1,24
4,10,1,45,3,2,1,1,8,1,35
4,7,1,25,6,2,2,2,5,1,35
3,6,1,65,3,1,1,1,2,1,24
4,8,1,55,2,1,6,2,3,1,59
6,8,6,40,2,1,1,1,8,2,10
4,7,2,0,5,2,1,1,7,1,59
6,8,6,105,2,2,1,2,3,1,48
4,7,1,90,4,1,1,2,7,1,59
4,8,1,20,2,2,1,1,8,1,35
4,8,1,10,6,1,1,2,7,2,13
6,10,6,110,5,1,1,2,5,1,35
3,7,1,90,2,1,6,2,6,1,47
1,5,1,10,4,1,1,2,4,1,59
6,8,6,100,7,2,1,2,2,1,24
6,8,6,80,6,1,1,2,2,1,35
6,8,6,75,2,2,2,1,6,2,24
4,8,1,120,4,2,1,2,8,1,35
6,6,6,135,1,1,6,2,3,2,24
4,8,1,60,1,1,6,2,7,2,35
4,8,1,90,5,2,1,1,8,1,35
6,7,6,90,3,1,1,1,7,1,48
4,8,1,130,4,2,2,1,7,1,46
6,5,6,30,7,2,3,2,5,1,46
6,10,6,20,7,2,5,2,1,1,24
6,99,6,0,3,2,6,2,8,2,24
1,8,2,110,2,2,6,2,3,1,35
2,5,1,60,4,2,6,2,2,1,24
6,9,2,105,4,1,1,1,4,1,35
6,8,6,40,5,2,1,2,6,2,10
4,8,1,80,3,1,1,1,6,1,13
4,10,2,130,6,2,3,2,4,1,59
6,10,2,0,3,2,6,2,6,1,35
4,7,1,20,5,2,3,2,3,2,24
4,9,1,45,2,1,1,1,5,1,59
6,8,6,30,5,2,3,2,2,1,35
1,8,1,145,2,1,1,2,3,1,35
2,8,2,130,3,2,1,1,3,1,35
4,10,1,65,4,2,3,1,4,1,59
4,8,1,65,5,1,1,1,8,1,47
6,8,6,170,5,1,1,2,2,1,59
6,8,6,60,2,2,1,1,7,1,10
4,7,1,65,2,1,2,2,4,1,47
6,6,6,50,4,2,2,1,8,1,35
2,8,1,100,3,2,1,1,8,1,35
1,8,1,65,4,2,2,1,8,1,24
6,6,6,0,3,1,2,2,4,1,47
6,8,6,125,5,1,5,2,8,1,24
1,8,2,40,1,2,6,2,4,1,47
6,8,6,150,6,2,3,2,2,1,12
6,8,6,0,3,2,1,1,8,2,35
6,6,6,0,7,2,3,2,2,1,35
6,10,6,10,7,1,1,2,2,1,13
1,6,1,20,3,1,2,1,6,1,13
4,3,1,50,5,1,1,1,5,1,47
4,10,1,20,4,1,5,2,6,1,35
4,8,1,40,2,1,1,1,5,1,46
6,6,6,20,7,1,3,2,2,1,46
1,9,1,135,5,2,1,2,8,1,48
6,9,6,150,6,2,3,2,4,2,12
1,8,1,70,3,2,1,1,8,1,35
6,7,2,120,6,2,1,2,4,1,35
4,5,1,270,5,2,5,2,4,1,48
6,10,6,0,6,1,1,2,4,1,35
6,10,6,110,5,2,1,1,8,1,35
1,9,1,80,5,2,1,2,8,1,12
6,8,6,0,7,1,6,2,3,1,24
1,6,1,0,3,2,1,1,5,1,35
6,5,6,185,3,2,1,1,5,1,35
1,9,1,0,2,2,6,1,1,2,59
6,6,6,180,6,2,5,2,3,1,35
6,8,6,0,3,2,1,2,5,1,59
6,10,6,25,5,2,1,2,1,1,59
6,9,6,100,7,1,3,2,3,1,24
4,10,1,75,2,2,6,2,2,2,35
6,10,6,0,6,2,6,2,2,1,24
6,10,6,50,7,1,2,2,2,1,24
3,9,2,0,2,2,2,2,6,1,35
3,7,2,0,1,2,6,2,3,1,12
6,7,6,40,7,1,1,2,4,1,59
6,6,6,60,5,2,6,2,2,1,59
1,6,2,120,3,2,1,2,8,1,59
6,9,6,70,6,2,1,2,6,1,59
3,7,2,70,5,1,6,2,3,1,12
6,2,6,30,7,1,1,2,2,1,13
6,9,2,45,4,2,5,1,2,1,10
6,1,6,0,6,1,1,2,6,1,35
6,8,6,75,5,1,4,2,3,1,24
4,8,2,0,1,2,6,2,6,2,24
6,5,6,0,5,2,2,2,3,1,24
6,10,6,135,5,2,1,2,7,1,47
4,8,1,70,4,2,5,1,6,1,13
6,7,6,95,6,1,1,2,5,1,47
4,9,2,10,1,2,6,2,6,1,13
1,9,2,100,3,1,5,2,3,1,35
6,3,6,0,6,2,3,2,2,2,48
4,9,1,60,3,1,1,1,5,1,47
4,8,1,60,5,1,1,2,5,1,35
2,10,1,110,4,2,1,2,8,1,48
6,9,6,10,3,1,1,1,8,1,13
6,9,6,20,7,1,1,2,3,1,35
6,10,6,95,5,2,1,2,5,1,35
3,8,1,60,6,1,1,2,8,1,35
3,7,1,50,4,2,5,2,4,2,59
1,9,1,60,2,1,2,2,7,1,35
4,7,1,40,2,1,2,2,1,1,35
6,10,6,320,6,2,2,2,2,1,24
3,7,1,20,3,2,1,1,8,1,35
6,3,6,20,6,1,6,2,1,1,59
6,4,6,105,3,1,1,1,4,1,35
4,7,2,90,2,1,1,1,4,1,24
6,99,6,0,3,2,1,1,6,2,10
3,7,1,65,2,2,6,2,8,1,12
6,4,6,40,5,2,1,2,3,1,59
4,10,1,35,5,2,3,2,3,1,59
6,7,6,25,7,2,3,2,2,1,35
1,7,1,90,4,1,1,1,8,1,24
6,9,6,30,6,2,1,2,2,3,11
1,10,1,95,5,1,1,2,5,2,46
6,7,6,35,5,1,1,1,7,1,59
6,6,6,0,5,2,3,1,8,1,35
3,8,1,70,2,2,1,1,4,1,46
1,8,1,60,1,1,6,2,3,1,46
6,6,6,140,5,2,3,2,4,1,59
6,8,6,0,7,2,3,2,1,1,59
1,6,2,120,1,1,6,2,5,1,35
1,8,1,120,4,2,1,1,6,1,24
6,9,6,240,5,1,6,2,5,1,24
4,7,1,0,5,1,5,1,3,1,46
6,7,6,75,2,2,6,2,1,1,35
6,8,6,70,6,2,1,2,8,1,35
6,8,6,0,6,2,6,2,3,1,35
6,10,6,0,7,2,3,2,2,1,47
6,5,6,165,3,2,1,1,6,1,35
6,6,6,20,5,1,1,2,5,2,47
6,10,6,75,7,2,3,2,2,1,10
4,7,1,0,1,1,6,2,5,3,11
6,8,2,0,1,2,6,2,8,1,35
1,10,1,160,6,1,1,2,7,1,35
6,7,6,0,4,2,1,1,8,1,46
6,5,6,45,6,2,3,1,5,1,24
6,10,6,0,7,2,3,2,2,1,10
1,7,1,85,5,2,6,2,4,1,24
6,8,6,70,5,1,1,1,6,3,11
6,8,2,0,4,1,1,1,6,2,35
1,7,1,0,1,1,6,2,8,1,35
6,10,6,45,6,2,1,2,6,1,35
2,4,2,90,5,2,6,2,2,1,35
3,10,1,0,4,1,2,2,8,1,24
6,8,6,25,5,2,1,2,2,1,12
4,8,1,360,5,2,1,2,3,1,13
6,10,6,0,6,1,1,2,3,1,46
6,7,2,225,1,1,6,2,4,1,35
6,8,6,0,2,2,6,1,3,1,24
6,10,6,115,6,2,3,2,3,1,59
1,8,1,10,5,1,1,2,6,1,35
6,8,6,20,6,2,1,2,2,1,24
4,9,1,40,4,2,1,2,6,2,35
6,7,6,30,1,2,1,2,6,1,35
6,8,6,0,7,2,3,2,3,1,59
6,3,6,30,5,1,3,2,1,2,46
6,6,6,0,5,2,1,1,6,2,12
6,99,6,60,5,1,1,2,5,1,35
4,8,1,70,5,1,1,2,6,1,24
6,8,6,0,5,2,1,2,8,1,13
3,5,1,540,3,1,1,1,5,1,35
6,10,6,0,6,1,1,2,2,2,10
6,10,2,0,2,1,6,2,3,2,48
6,10,6,240,7,1,1,2,4,1,24
4,3,1,135,3,2,2,1,8,2,24
6,8,6,30,6,2,5,2,2,1,24
6,2,6,0,6,1,4,2,5,2,48
6,10,6,0,4,2,1,2,5,1,13
6,6,6,35,4,1,1,1,6,1,59
6,97,6,0,7,1,1,2,2,1,24
6,7,6,100,6,2,1,2,3,3,11
4,8,1,110,4,1,2,2,7,2,24
6,10,6,20,6,1,2,2,2,1,24
6,9,6,40,4,2,1,1,8,1,48
6,8,6,75,6,2,3,2,3,1,48
6,8,6,20,7,2,1,2,3,2,24
4,9,1,120,3,1,2,1,7,1,10
6,7,6,85,4,1,1,1,7,1,24
1,5,1,40,2,1,6,2,8,1,47
6,10,6,40,7,2,1,2,3,1,10
4,9,1,60,1,1,6,2,3,1,47
4,10,1,0,2,1,6,2,1,2,59
6,7,2,60,4,2,6,2,4,1,59
6,7,6,30,6,1,1,2,2,1,24
6,5,6,10,5,2,1,2,4,1,35
6,10,1,20,4,2,6,2,3,1,46
6,9,6,40,7,1,1,2,2,1,12
6,8,6,0,7,2,3,2,2,1,24
1,10,1,60,6,1,1,1,5,1,35
6,5,6,40,7,1,1,2,3,1,46
4,6,1,30,5,2,6,2,3,2,47
6,7,6,0,4,2,1,1,4,2,12
4,8,2,50,3,1,6,2,2,1,24
6,6,6,75,4,2,1,2,8,1,35
6,8,6,80,5,1,6,2,3,2,13
6,9,6,0,2,2,1,1,6,1,24
6,8,6,30,1,2,2,1,2,2,13
4,8,1,0,5,1,1,2,3,1,13
6,10,6,60,7,2,6,2,1,1,24
6,7,2,45,2,1,1,2,1,1,24
4,10,1,120,5,1,2,2,1,1,24
2,8,2,20,5,2,4,1,5,3,11
6,8,6,0,5,1,1,2,7,2,35
3,7,1,135,3,2,1,2,7,3,11
1,9,1,45,5,1,1,1,8,1,48
6,8,6,0,6,1,1,2,2,1,35
6,7,6,125,6,1,5,2,2,1,13
3,6,1,40,4,1,1,2,7,1,12
6,4,2,15,1,2,6,2,2,2,12
6,10,6,100,5,2,5,2,4,1,59
6,10,6,115,7,1,1,2,2,2,24
4,10,1,0,4,2,1,2,8,1,48
6,7,6,70,4,1,6,2,6,2,47
6,9,6,110,4,2,1,1,5,1,24
6,10,6,60,6,1,1,2,6,1,35
6,9,6,20,7,2,3,2,3,1,12
4,8,1,0,5,1,1,2,2,2,12
4,7,1,0,2,1,4,2,2,2,24
6,9,6,120,6,2,1,2,8,1,13
6,8,6,90,1,2,6,2,4,3,11
6,99,6,15,5,2,1,2,6,1,24
6,8,6,45,6,2,1,2,2,1,47
4,8,1,40,2,1,6,2,5,1,24
6,8,6,20,6,2,1,2,2,2,10
4,7,1,85,3,1,6,2,6,2,10
6,10,6,0,4,1,2,2,2,2,10
3,7,2,40,3,2,1,1,4,1,46
6,9,6,0,7,2,3,2,1,1,24
2,10,1,60,4,1,1,2,3,1,35
1,10,2,165,4,2,6,2,4,1,35
3,6,1,250,4,1,5,1,2,1,48
6,8,6,115,2,2,5,1,2,1,35
6,99,6,0,2,2,1,2,3,2,10
2,8,1,200,1,1,6,2,2,1,35
4,9,1,160,3,1,1,1,3,1,47
6,9,6,0,7,2,1,2,8,1,48
6,9,6,85,6,2,1,2,8,1,24
6,9,6,495,5,1,4,2,5,2,47
4,10,2,135,6,1,1,2,2,1,35
6,99,6,0,4,1,6,2,8,1,48
6,8,6,10,7,1,1,2,2,1,24
6,8,2,0,6,1,6,2,3,1,24
1,7,2,115,2,1,1,2,3,1,35
1,8,1,20,4,2,1,2,8,1,48
3,9,1,50,1,1,6,2,8,1,35
6,10,6,0,6,2,1,1,8,1,35
2,8,2,125,3,2,6,2,1,1,48
6,5,6,0,4,2,2,2,2,1,35
6,7,2,0,2,1,2,2,4,1,24
3,8,1,105,1,1,6,2,2,1,48
3,8,1,30,4,1,1,1,8,1,35
3,6,1,25,1,2,2,2,8,1,24
4,4,1,80,1,1,6,2,7,2,12
6,10,6,85,6,2,1,2,5,1,12
1,10,1,295,2,2,1,1,8,1,35
1,8,1,120,3,2,5,2,3,1,24
6,7,6,0,7,2,5,2,1,1,35
4,9,2,155,5,2,1,2,8,1,35
6,10,6,55,5,1,1,2,8,3,11
6,5,6,75,4,1,5,2,3,1,35
4,8,1,65,3,2,1,1,8,2,24
4,10,1,5,5,1,1,2,3,2,12
4,6,1,0,3,1,2,1,5,1,24
6,10,2,30,5,1,1,1,6,2,35
4,8,1,20,2,1,1,2,7,2,48
6,6,6,30,5,2,1,1,1,2,59
6,9,6,40,3,1,5,2,4,2,12
6,7,6,20,5,1,5,2,5,1,35
6,10,6,120,5,2,2,2,5,2,24
6,8,2,80,2,2,6,2,1,1,59
6,10,6,0,7,2,3,2,3,1,35
4,7,1,180,4,1,6,2,4,1,59
3,2,2,65,2,2,5,1,1,1,35
1,6,2,360,2,2,4,1,1,1,24
4,9,1,0,6,2,1,1,3,2,35
4,9,1,20,5,1,3,2,1,1,24
2,8,1,120,5,2,6,2,4,1,24
4,9,1,20,3,2,2,1,4,1,24
4,7,2,0,6,2,5,2,5,1,35
6,10,2,0,4,1,1,2,8,1,35
6,8,6,0,2,2,1,1,6,2,10
3,7,1,90,4,2,5,1,6,1,35
3,6,1,50,2,1,2,2,3,1,48
4,4,2,170,5,2,5,2,4,1,48
6,97,6,20,5,2,5,2,3,1,24
4,6,1,155,5,2,6,2,2,1,12
4,8,1,125,3,1,1,2,7,1,35
2,6,2,100,2,2,6,2,6,1,35
6,8,6,0,6,2,1,2,2,2,24
6,9,6,35,2,2,1,1,4,1,24
4,5,1,120,3,2,6,2,6,1,59
6,10,6,0,7,2,5,2,3,1,59
6,8,6,0,7,1,1,2,3,1,24
6,8,6,0,7,1,1,2,5,2,10
1,6,1,70,4,2,6,2,5,1,35
6,10,6,45,5,2,5,2,6,1,35
4,9,1,50,4,1,1,1,8,1,35
6,0,2,70,4,2,1,1,5,1,12
4,7,1,60,2,1,6,2,4,1,59
6,9,6,20,6,2,1,2,4,1,59
6,5,6,125,3,1,2,1,3,1,35
4,9,1,20,4,2,1,2,8,1,35
6,10,6,0,6,2,1,1,5,1,35
6,9,6,160,6,2,6,2,2,3,11
6,8,2,60,3,2,3,1,2,1,47
6,10,6,10,6,2,1,2,3,1,24
6,99,6,0,3,2,2,2,8,2,24
6,7,6,20,5,1,1,1,8,1,35
6,5,6,20,4,1,5,2,1,1,13
6,8,6,0,6,1,1,2,4,1,12
3,7,2,120,1,1,6,2,8,1,35
6,5,6,35,2,1,1,2,2,1,59
4,9,2,105,3,2,5,1,2,1,35
4,7,1,60,4,1,1,1,8,1,59
3,6,1,130,2,2,6,2,4,1,24
6,8,6,75,6,2,3,1,3,1,59
3,6,1,20,2,1,6,2,4,1,35
6,9,6,210,6,1,1,2,2,2,24
6,7,6,155,2,2,1,1,4,1,59
1,7,1,65,3,1,6,2,4,1,35
6,8,6,0,6,2,1,2,3,1,47
6,7,2,70,4,2,2,1,6,1,48
6,10,6,60,6,2,1,2,6,1,35
6,7,6,55,6,2,1,1,8,1,35
4,8,1,90,2,1,1,1,7,1,35
6,7,6,25,6,2,1,2,6,2,13
6,10,6,80,7,2,5,2,1,1,24
1,7,2,20,2,1,1,1,6,1,24
6,8,6,0,6,2,1,2,4,2,35
4,8,1,250,4,2,6,2,4,2,35
3,10,1,40,5,1,1,1,8,1,35
6,8,2,425,6,1,1,1,8,1,35
4,7,1,40,5,1,6,2,3,2,48
6,10,6,600,7,2,3,2,3,1,35
6,9,6,30,4,1,2,2,1,2,59
3,9,1,150,5,1,4,2,3,1,24
4,7,2,105,2,1,6,2,8,1,48
6,9,6,110,6,1,6,2,3,1,35
4,8,2,40,1,1,6,2,1,1,35
6,10,6,120,3,2,1,1,2,1,24
6,5,6,270,4,1,5,2,4,2,10
6,7,6,210,4,2,1,2,7,1,24
6,10,6,0,4,2,1,2,7,1,46
6,5,6,80,4,2,5,2,4,1,13
6,8,6,785,6,2,1,2,8,2,35
6,7,6,15,5,1,1,2,4,1,24
6,10,6,0,3,2,1,1,4,1,35
6,8,6,135,6,1,1,2,4,1,59
4,9,1,240,4,2,1,1,3,2,13
9,8,9,105,5,2,1,2,8,1,59
6,99,6,30,3,2,6,2,3,1,59
1,8,1,100,1,1,6,2,1,1,35
6,10,6,35,6,1,1,2,7,1,35
1,8,1,20,2,1,1,2,4,1,35
3,8,1,90,4,1,1,1,6,1,35
6,6,6,290,6,1,1,2,3,2,47
6,10,6,10,6,2,1,2,3,2,12
4,10,1,0,4,2,2,2,6,1,24
4,8,1,40,4,1,1,1,7,1,46
6,10,6,10,6,2,1,2,2,1,59
4,8,2,110,4,1,1,2,8,1,24
6,6,6,60,2,2,6,2,8,1,47
6,10,6,0,6,2,1,2,2,2,10
6,7,6,0,6,2,1,2,2,2,24
6,7,6,0,2,2,1,1,3,2,46
3,8,1,120,5,2,2,2,5,1,10
2,8,1,0,3,2,1,1,7,1,35
6,8,2,0,2,1,2,1,3,2,24
6,9,6,30,6,2,4,2,3,1,24
6,99,6,100,2,1,6,2,1,1,59
6,5,6,70,6,1,4,1,3,1,35
6,9,6,0,5,2,5,2,1,2,24
6,3,6,130,3,2,1,1,6,1,13
6,8,6,70,3,1,1,1,6,1,13
6,8,6,0,5,2,1,2,2,1,35
6,10,6,0,7,2,1,2,3,1,24
6,9,6,15,6,2,2,2,4,1,24
6,99,6,110,2,1,2,2,4,1,24
6,8,6,30,6,1,1,1,8,1,48
1,6,1,205,3,2,6,2,3,1,24
6,8,2,60,1,2,6,2,3,1,48
6,10,6,60,5,1,6,2,1,1,24
6,99,6,0,3,1,2,1,3,3,11
6,99,6,20,4,1,6,1,2,1,12
6,6,6,0,1,1,1,2,8,1,35
6,10,2,0,5,2,1,2,7,1,59
4,97,1,120,4,2,1,2,2,2,35
1,8,2,90,3,1,1,1,7,1,24
6,9,6,0,6,1,1,2,3,2,10
4,8,2,25,1,2,6,2,8,1,35
4,8,1,40,1,1,6,2,7,1,48
4,10,1,80,4,1,6,2,8,1,46
4,10,1,40,3,1,1,1,6,1,35
4,8,2,90,4,1,6,2,2,1,35
4,8,2,90,2,1,1,2,1,1,24
4,8,1,0,5,2,4,2,7,1,48
6,7,6,80,5,2,6,2,2,1,35
6,7,2,60,2,2,2,2,3,2,59
6,8,6,95,7,1,1,2,5,1,12
6,8,6,20,5,1,1,2,3,1,24
4,8,2,40,2,1,2,2,3,1,35
4,8,1,10,6,1,1,1,4,3,11
6,9,6,30,6,1,3,2,2,1,47
6,10,6,50,6,2,1,2,3,2,46
3,8,1,75,4,2,5,2,2,1,59
2,8,1,85,4,1,2,2,5,1,24
6,10,6,0,6,2,1,1,4,1,12
6,5,6,60,5,1,5,2,2,2,13
6,10,6,150,4,2,1,2,8,1,35
6,7,6,120,6,2,4,2,3,1,24
3,10,2,110,4,2,5,2,2,1,12
6,8,6,0,7,1,1,2,2,2,47
6,5,6,0,3,2,1,1,8,1,10
6,7,2,45,2,2,1,1,3,1,35
3,5,2,70,5,2,1,2,3,1,35
4,8,1,265,4,1,1,1,8,1,59
6,10,6,140,6,2,1,2,7,1,35
6,8,6,80,6,1,1,2,5,1,35
6,8,6,80,5,2,1,2,6,2,13
6,8,6,75,6,2,1,2,4,1,35
6,8,6,90,7,2,4,2,5,1,35
6,8,6,115,5,2,1,2,8,1,59
6,99,6,50,4,2,5,2,5,1,59
6,7,6,20,3,2,1,1,4,2,12
6,10,6,30,6,1,1,2,8,1,35
6,5,6,100,5,1,6,2,4,1,24
6,10,6,30,6,2,1,2,8,1,35
6,4,6,40,7,1,3,2,3,1,12
6,97,6,0,7,2,3,2,1,1,47
4,8,1,45,2,2,6,2,3,1,24
6,9,2,60,5,2,1,1,5,1,59
6,8,6,30,7,1,3,1,4,2,46
6,10,6,0,4,2,1,2,4,1,48
3,7,2,60,1,2,6,2,4,1,35
4,8,1,35,5,1,1,1,8,1,13
6,9,6,0,7,1,1,2,6,1,24
6,8,6,0,7,2,3,2,2,1,24
4,5,2,80,2,2,1,2,5,1,35
6,8,6,20,6,2,1,2,3,2,13
6,9,6,120,5,2,1,1,8,1,35
4,5,1,10,1,1,2,1,3,1,24
6,10,6,20,6,2,5,2,2,1,24
6,6,6,140,5,1,1,1,5,1,24
6,9,6,15,7,2,1,2,2,3,11
4,5,1,60,1,1,6,2,5,2,24
6,7,6,20,6,1,1,2,3,1,24
4,6,1,220,6,1,1,2,4,1,59
6,6,6,125,5,2,1,1,4,3,11
1,10,1,0,1,1,6,2,8,2,46
6,10,6,0,5,2,1,2,5,2,35
6,5,6,70,2,1,6,2,5,1,46
6,8,6,45,6,2,3,2,6,1,35
6,8,6,40,1,2,1,1,6,1,10
6,8,6,0,7,2,3,2,2,2,47
4,8,1,25,5,1,3,2,6,1,24
6,99,6,85,2,1,1,1,5,2,24
4,6,1,10,3,2,4,2,3,2,46
4,8,2,40,4,2,1,2,6,2,59
1,5,1,210,5,2,5,1,4,1,35
4,9,1,50,4,1,1,2,6,1,12
4,10,2,90,4,2,1,2,4,1,12
6,6,6,0,4,1,2,2,5,1,24
4,5,1,30,4,2,2,1,8,1,24
6,9,6,170,7,1,1,2,8,1,35
6,10,6,10,6,2,1,2,3,1,24
6,5,6,55,6,2,5,2,2,1,59
1,0,1,140,6,1,1,2,6,2,35
6,9,6,20,6,1,1,1,8,2,35
6,9,6,90,6,1,1,1,5,2,48
6,5,6,40,5,2,4,1,3,1,35
4,9,1,75,3,1,1,1,5,1,59
4,8,1,0,4,1,6,2,2,2,12
6,10,6,0,7,1,1,2,3,1,35
6,9,6,0,6,1,1,2,4,1,24
2,10,1,50,1,1,6,2,5,1,47
6,10,6,0,6,1,1,2,4,2,10
1,8,1,65,3,1,2,2,8,1,24
4,7,1,65,5,1,2,2,4,1,24
6,8,6,100,7,2,1,2,4,2,35
3,7,2,85,1,1,6,2,4,1,46
6,5,6,10,1,1,6,2,8,2,13
2,6,1,40,5,2,5,1,4,1,35
4,7,1,15,4,1,1,2,5,3,11
6,10,6,80,3,2,4,1,6,2,47
6,9,6,65,5,2,1,2,8,1,48
4,7,1,40,3,1,5,2,8,2,48
3,9,1,45,5,2,6,2,5,1,48
6,9,6,195,6,2,1,2,2,1,59
6,8,6,0,7,1,3,2,2,2,47
6,99,6,80,1,2,6,2,3,2,59
4,7,1,80,3,2,6,1,6,1,35
3,8,1,0,4,1,6,2,5,1,46
6,6,6,40,6,1,6,2,3,1,24
7,8,1,55,6,1,1,2,8,1,24
4,8,2,50,4,2,1,1,5,1,59
6,10,6,0,6,1,5,2,1,1,24
4,8,1,20,1,2,2,2,8,2,59
6,10,6,30,6,1,5,2,1,1,47
6,9,2,90,3,2,1,1,6,1,59
3,8,2,0,4,1,1,2,6,2,59
4,4,1,105,4,2,1,2,8,2,59
4,7,1,40,2,1,6,2,3,3,11
4,5,1,380,2,2,6,2,2,1,12
4,10,1,120,4,2,2,1,6,2,47
6,0,6,0,5,1,3,2,5,1,13
6,9,6,0,7,2,5,1,8,1,10
4,8,1,65,3,1,1,2,6,1,59
4,8,1,80,4,2,1,1,8,1,35
6,7,2,40,5,2,1,2,8,1,24
6,9,6,80,1,1,6,2,8,1,48
4,9,1,105,5,1,1,2,3,1,13
4,8,1,100,6,1,6,2,3,2,24
6,10,6,20,7,2,3,2,2,1,35
4,8,1,0,4,1,1,1,7,1,13
6,8,6,0,6,2,1,2,2,1,24
4,9,1,40,1,1,6,2,1,3,11
3,8,1,190,4,1,1,2,8,1,47
4,8,1,40,4,1,1,2,5,2,12
2,3,1,305,3,1,1,1,8,1,13
3,8,1,60,4,2,1,1,8,1,24
6,8,6,45,5,2,1,2,2,2,13
6,7,6,75,6,1,2,2,6,1,46
6,2,6,30,5,1,5,2,1,1,10
6,10,6,0,7,2,1,2,4,1,47
4,5,1,480,3,2,1,2,4,2,48
6,8,6,30,5,2,1,2,6,1,35
1,8,2,20,1,1,6,2,8,1,35
6,10,6,130,5,1,1,2,6,1,24
4,10,1,0,4,2,1,2,6,1,48
4,6,1,65,4,2,4,1,3,2,24
3,8,1,40,3,2,6,2,4,1,47
6,10,6,170,6,2,1,2,8,1,35
6,5,6,0,7,1,3,2,3,1,35
6,6,6,30,4,1,1,1,8,1,48
6,10,6,320,7,1,1,2,5,1,35
6,8,6,0,6,1,1,2,5,2,24
4,10,1,0,3,1,2,1,2,2,24
1,5,1,75,4,2,1,1,6,1,35
6,8,2,0,3,2,6,2,2,1,35
6,10,6,20,5,2,1,2,6,1,48
6,99,6,105,3,2,6,2,1,2,10
2,9,2,155,4,1,1,1,8,1,35
6,8,6,40,6,2,2,2,8,1,35
6,10,6,0,2,2,1,1,7,2,48
4,6,2,120,2,2,1,1,4,1,24
4,7,1,600,5,1,5,2,4,2,47
6,7,6,60,6,2,2,2,1,1,59
6,8,6,150,5,2,1,2,5,2,35
6,10,6,30,7,2,3,2,1,1,59
6,5,6,30,4,1,1,2,2,1,24
6,7,6,20,6,2,6,2,3,2,24
6,5,6,0,6,1,1,2,3,2,12
4,7,1,25,4,1,6,2,4,1,13
6,7,6,60,3,2,1,1,8,1,24
6,8,2,0,3,2,1,1,4,1,35
6,10,6,0,6,2,1,2,1,2,24
6,10,6,240,5,2,5,2,3,1,35
4,7,2,45,1,2,6,2,4,1,46
6,9,6,30,3,2,1,1,6,1,35
4,0,1,45,6,1,1,2,8,1,35
6,8,6,20,5,2,1,2,1,1,35
1,6,1,85,3,2,1,1,8,1,59
6,9,6,50,2,2,1,1,6,1,35
4,7,1,40,5,2,6,2,7,1,12
1,6,1,100,3,1,2,2,6,1,48
6,9,6,90,5,1,3,2,4,1,12
6,9,6,60,5,2,3,2,3,2,10
4,10,1,0,5,2,1,2,3,2,35
4,10,1,60,4,1,1,1,8,1,48
6,6,6,10,4,2,1,1,2,1,13
6,9,6,60,4,2,5,2,1,2,35
6,9,6,60,5,1,1,2,5,1,35
