year,month,geo,sex,x15_to_19_years,x25_to_54_years,minimum_wage
1993,2,British Columbia,Females,46.3,69.1,5.5
1993,2,British Columbia,Males,46.7,82.5,5.5
1993,2,Manitoba,Both sexes,45.2,77.6,5
1993,2,Manitoba,Females,45.3,73.5,5
1993,2,Manitoba,Males,45.2,81.8,5
1993,2,New Brunswick,Both sexes,32.3,65.6,5
1993,2,New Brunswick,Females,36.7,60.2,5
1993,2,New Brunswick,Males,28.1,71.2,5
1993,2,Newfoundland and Labrador,Both sexes,17.2,53.2,4.75
1993,2,Newfoundland and Labrador,Females,17.7,48.5,4.75
1993,2,Newfoundland and Labrador,Males,16.5,58,4.75
1993,2,Nova Scotia,Both sexes,29.4,67.1,5.15
1993,2,Nova Scotia,Females,30.8,61.9,5.15
1993,2,Nova Scotia,Males,28.1,72.4,5.15
1993,2,Ontario,Both sexes,39.8,76.2,6.35
1993,2,Ontario,Females,40.8,70.6,6.35
1993,2,Ontario,Males,38.9,82,6.35
1993,2,Prince Edward Island,Both sexes,29.3,68,4.75
1993,2,Prince Edward Island,Females,31.3,65.2,4.75
1993,2,Prince Edward Island,Males,28,70.7,4.75
1993,2,Quebec,Both sexes,28.8,69,5.7
1993,2,Quebec,Females,28.8,62.4,5.7
1993,2,Quebec,Males,28.7,75.6,5.7
1993,2,Saskatchewan,Both sexes,41.6,79.1,5.35
1993,2,Saskatchewan,Females,43.1,75.1,5.35
1993,2,Saskatchewan,Males,40.3,82.9,5.35
1993,3,Alberta,Both sexes,44.6,78,5
1993,3,Alberta,Females,45.2,72.2,5
1993,3,Alberta,Males,43.9,83.7,5
1993,3,British Columbia,Both sexes,43.9,76.5,5.5
1993,3,British Columbia,Females,44.3,69.2,5.5
1993,3,British Columbia,Males,43.4,83.8,5.5
1993,3,Manitoba,Both sexes,46.2,78.3,5
1993,3,Manitoba,Females,46.2,74.5,5
1993,3,Manitoba,Males,46.2,82.1,5
1993,3,New Brunswick,Both sexes,32.4,65.9,5
1993,3,New Brunswick,Females,34.2,60.8,5
1993,3,New Brunswick,Males,31,71,5
1993,3,Newfoundland and Labrador,Both sexes,16.8,55.1,4.75
1993,3,Newfoundland and Labrador,Females,21.1,50.7,4.75
1993,3,Newfoundland and Labrador,Males,13.2,59.5,4.75
1993,3,Nova Scotia,Both sexes,28.5,66.8,5.15
1993,3,Nova Scotia,Females,30.8,61.7,5.15
1993,3,Nova Scotia,Males,26.4,72,5.15
1993,3,Ontario,Both sexes,42.7,75.9,6.35
1993,3,Ontario,Females,42.9,69.7,6.35
1993,3,Ontario,Males,42.6,82.1,6.35
1993,3,Prince Edward Island,Both sexes,32.7,68.3,4.75
1993,3,Prince Edward Island,Females,39.6,64.6,4.75
1993,3,Prince Edward Island,Males,26,72.2,4.75
1993,3,Quebec,Both sexes,29.2,69.1,5.7
1993,3,Quebec,Females,30.1,62.9,5.7
1993,3,Quebec,Males,28.3,75.4,5.7
1993,3,Saskatchewan,Both sexes,43.4,79.1,5.35
1993,3,Saskatchewan,Females,41.8,75.1,5.35
1993,3,Saskatchewan,Males,45.2,83.1,5.35
1993,4,Alberta,Both sexes,43.5,78.3,5
1993,4,Alberta,Females,45.5,72.4,5
1993,4,Alberta,Males,41.5,84,5
1993,4,British Columbia,Both sexes,44.1,77,6
1993,4,British Columbia,Females,45.4,70.1,6
1993,4,British Columbia,Males,42.9,83.8,6
1993,4,Manitoba,Both sexes,43.1,78,5
1993,4,Manitoba,Females,42.9,73.6,5
1993,4,Manitoba,Males,43.4,82.3,5
1993,4,New Brunswick,Both sexes,31.9,65.9,5
1993,4,New Brunswick,Females,36.1,61,5
1993,4,New Brunswick,Males,28.2,70.9,5
1993,4,Newfoundland and Labrador,Both sexes,15.6,55.8,4.75
1993,4,Newfoundland and Labrador,Females,19,49.8,4.75
1993,4,Newfoundland and Labrador,Males,12.5,61.7,4.75
1993,4,Nova Scotia,Both sexes,30.1,67.5,5.15
1993,4,Nova Scotia,Females,34,62.6,5.15
1993,4,Nova Scotia,Males,26.4,72.6,5.15
1993,4,Ontario,Both sexes,40.8,76.1,6.35
1993,4,Ontario,Females,41.5,69.8,6.35
1993,4,Ontario,Males,40.2,82.4,6.35
1993,4,Prince Edward Island,Both sexes,31.6,67.5,4.75
1993,4,Prince Edward Island,Females,35.4,63.5,4.75
1993,4,Prince Edward Island,Males,26,71.5,4.75
1993,4,Quebec,Both sexes,29.9,69.4,5.7
1993,4,Quebec,Females,31.1,62.6,5.7
1993,4,Quebec,Males,28.7,76.3,5.7
1993,4,Saskatchewan,Both sexes,43.5,79.3,5.35
1993,4,Saskatchewan,Females,40.6,74.4,5.35
1993,4,Saskatchewan,Males,46.3,84,5.35
1993,5,Alberta,Both sexes,49.3,79.5,5
1993,5,Alberta,Females,49.2,72.6,5
1993,5,Alberta,Males,49.4,86.3,5
1993,5,British Columbia,Both sexes,49.9,78.3,6
1993,5,British Columbia,Females,48.3,71.5,6
1993,5,British Columbia,Males,51.4,85.1,6
1993,5,Manitoba,Both sexes,47.9,78.9,5
1993,5,Manitoba,Females,48.4,73.4,5
1993,5,Manitoba,Males,47.3,84.3,5
1993,5,New Brunswick,Both sexes,33.9,71.1,5
1993,5,New Brunswick,Females,36.5,64.5,5
1993,5,New Brunswick,Males,31.5,77.7,5
1993,5,Newfoundland and Labrador,Both sexes,16.6,58.8,4.75
1993,5,Newfoundland and Labrador,Females,17.1,52.5,4.75
1993,5,Newfoundland and Labrador,Males,15.9,65.2,4.75
1993,5,Nova Scotia,Both sexes,34.2,69.1,5.15
1993,5,Nova Scotia,Females,34.1,62.5,5.15
1993,5,Nova Scotia,Males,34.3,76,5.15
1993,5,Ontario,Both sexes,42.7,77.1,6.35
1993,5,Ontario,Females,43.1,70.6,6.35
1993,5,Ontario,Males,42.3,83.7,6.35
1993,5,Prince Edward Island,Both sexes,42.9,73.9,4.75
1993,5,Prince Edward Island,Females,45.8,68.7,4.75
1993,5,Prince Edward Island,Males,40,79.3,4.75
1993,5,Quebec,Both sexes,33.4,71,5.7
1993,5,Quebec,Females,32.6,63.5,5.7
1993,5,Quebec,Males,34.1,78.4,5.7
1993,5,Saskatchewan,Both sexes,47.8,81.5,5.35
1993,5,Saskatchewan,Females,44.4,76.4,5.35
1993,5,Saskatchewan,Males,51.1,86.7,5.35
1993,6,Alberta,Both sexes,54.3,80.1,5
1993,6,Alberta,Females,53.7,73.1,5
1993,6,Alberta,Males,54.9,87,5
1993,6,British Columbia,Both sexes,47.2,78.9,6
1993,6,British Columbia,Females,48.2,72,6
1993,6,British Columbia,Males,46.3,85.9,6
1993,6,Manitoba,Both sexes,51.7,80.4,5
1993,6,Manitoba,Females,50.3,74.4,5
1993,6,Manitoba,Males,53.1,86.2,5
1993,6,New Brunswick,Both sexes,42.6,73.1,5
1993,6,New Brunswick,Females,43.2,65.2,5
1993,6,New Brunswick,Males,42,81.2,5
1993,6,Newfoundland and Labrador,Both sexes,20.8,63.2,4.75
1993,6,Newfoundland and Labrador,Females,20.3,55.9,4.75
1993,6,Newfoundland and Labrador,Males,21.3,70.5,4.75
1993,6,Nova Scotia,Both sexes,39.7,70.8,5.15
1993,6,Nova Scotia,Females,41.2,63,5.15
1993,6,Nova Scotia,Males,38.6,79,5.15
1993,6,Ontario,Both sexes,46.6,77.6,6.35
1993,6,Ontario,Females,47.9,70.5,6.35
1993,6,Ontario,Males,45.3,84.8,6.35
1993,6,Prince Edward Island,Both sexes,47.5,75.8,4.75
1993,6,Prince Edward Island,Females,52.1,70.5,4.75
1993,6,Prince Edward Island,Males,44,81.5,4.75
1993,6,Quebec,Both sexes,39.4,72.2,5.7
1993,6,Quebec,Females,38.8,64.2,5.7
1993,6,Quebec,Males,39.9,80.2,5.7
1993,6,Saskatchewan,Both sexes,50.1,82.2,5.35
1993,6,Saskatchewan,Females,46.1,76.6,5.35
1993,6,Saskatchewan,Males,54.1,87.8,5.35
1993,7,Alberta,Both sexes,59.5,78.7,5
1993,7,Alberta,Females,55.9,71.1,5
1993,7,Alberta,Males,63,86.2,5
1993,7,British Columbia,Both sexes,54.2,78.7,6
1993,7,British Columbia,Females,53,71.1,6
1993,7,British Columbia,Males,55.2,86.2,6
1993,7,Manitoba,Both sexes,60.8,79.3,5
1993,7,Manitoba,Females,58,72.4,5
1993,7,Manitoba,Males,63.4,86.2,5
1993,7,New Brunswick,Both sexes,53.2,70.3,5
1993,7,New Brunswick,Females,54.2,61.1,5
1993,7,New Brunswick,Males,52.3,79.6,5
1993,7,Newfoundland and Labrador,Both sexes,35.1,63.9,4.75
1993,7,Newfoundland and Labrador,Females,35.5,56.2,4.75
1993,7,Newfoundland and Labrador,Males,34.6,71.7,4.75
1993,7,Nova Scotia,Both sexes,49.8,70.7,5.15
1993,7,Nova Scotia,Females,52.1,62.3,5.15
1993,7,Nova Scotia,Males,47.6,79.6,5.15
1993,7,Ontario,Both sexes,52.2,76.6,6.35
1993,7,Ontario,Females,52.7,68.4,6.35
1993,7,Ontario,Males,51.7,85,6.35
1993,7,Prince Edward Island,Both sexes,62.6,72,4.75
1993,7,Prince Edward Island,Females,70.8,65.5,4.75
1993,7,Prince Edward Island,Males,56,78.6,4.75
1993,7,Quebec,Both sexes,49.4,71.3,5.7
1993,7,Quebec,Females,47.9,62.4,5.7
1993,7,Quebec,Males,50.8,80.1,5.7
1993,7,Saskatchewan,Both sexes,56.3,81,5.35
1993,7,Saskatchewan,Females,51.6,74.1,5.35
1993,7,Saskatchewan,Males,60.8,87.7,5.35
1993,8,Alberta,Both sexes,59.9,79,5
1993,8,Alberta,Females,58.7,71.2,5
1993,8,Alberta,Males,61.1,86.6,5
1993,8,British Columbia,Both sexes,52.8,79.2,6
1993,8,British Columbia,Females,50,70.8,6
1993,8,British Columbia,Males,55.4,87.6,6
1993,8,Manitoba,Both sexes,61.1,79.5,5
1993,8,Manitoba,Females,58.7,71.9,5
1993,8,Manitoba,Males,63.2,87.1,5
1993,8,New Brunswick,Both sexes,53.3,71.3,5
1993,8,New Brunswick,Females,53.7,62.9,5
1993,8,New Brunswick,Males,53,79.9,5
1993,8,Newfoundland and Labrador,Both sexes,30.9,60.7,4.75
1993,8,Newfoundland and Labrador,Females,33.2,52.4,4.75
1993,8,Newfoundland and Labrador,Males,28.7,69,4.75
1993,8,Nova Scotia,Both sexes,47.2,70.9,5.15
1993,8,Nova Scotia,Females,51.8,62.9,5.15
1993,8,Nova Scotia,Males,42.7,79.3,5.15
1993,8,Ontario,Both sexes,53.1,76.8,6.35
1993,8,Ontario,Females,52.4,68.8,6.35
1993,8,Ontario,Males,53.7,84.9,6.35
1993,8,Prince Edward Island,Both sexes,68.7,74.2,4.75
1993,8,Prince Edward Island,Females,70.8,67.8,4.75
1993,8,Prince Edward Island,Males,68,80.8,4.75
1993,8,Quebec,Both sexes,42.8,71.4,5.7
1993,8,Quebec,Females,42.5,63,5.7
1993,8,Quebec,Males,43,79.7,5.7
1993,8,Saskatchewan,Both sexes,58,81.4,5.35
1993,8,Saskatchewan,Females,52.4,75.1,5.35
1993,8,Saskatchewan,Males,63.3,87.7,5.35
1993,9,Alberta,Both sexes,49,80.2,5
1993,9,Alberta,Females,48.7,73.6,5
1993,9,Alberta,Males,49.2,86.6,5
1993,9,British Columbia,Both sexes,42.4,78.9,6
1993,9,British Columbia,Females,39.4,71.6,6
1993,9,British Columbia,Males,45.1,86.3,6
1993,9,Manitoba,Both sexes,45.2,81.3,5
1993,9,Manitoba,Females,42.7,74.1,5
1993,9,Manitoba,Males,47.4,88.4,5
1993,9,New Brunswick,Both sexes,32.2,71.5,5
1993,9,New Brunswick,Females,30.9,63.9,5
1993,9,New Brunswick,Males,33.8,79.2,5
1993,9,Newfoundland and Labrador,Both sexes,20.1,61,4.75
1993,9,Newfoundland and Labrador,Females,22.2,53.1,4.75
1993,9,Newfoundland and Labrador,Males,17.6,69,4.75
1993,9,Nova Scotia,Both sexes,31.1,71.6,5.15
1993,9,Nova Scotia,Females,35.2,65.4,5.15
1993,9,Nova Scotia,Males,27.2,78.2,5.15
1993,9,Ontario,Both sexes,39.6,77.7,6.35
1993,9,Ontario,Females,41.7,70.6,6.35
1993,9,Ontario,Males,37.5,84.8,6.35
1993,9,Prince Edward Island,Both sexes,45.5,74.1,4.75
1993,9,Prince Edward Island,Females,45.8,67.4,4.75
1993,9,Prince Edward Island,Males,48,80.9,4.75
1993,9,Quebec,Both sexes,32.3,72.6,5.7
1993,9,Quebec,Females,31.9,65.1,5.7
1993,9,Quebec,Males,32.6,80.1,5.7
1993,9,Saskatchewan,Both sexes,46.9,82.3,5.35
1993,9,Saskatchewan,Females,43.2,77.1,5.35
1993,9,Saskatchewan,Males,50.1,87.4,5.35
1993,10,Alberta,Both sexes,47.8,80.6,5
1993,10,Alberta,Females,46.7,73.5,5
1993,10,Alberta,Males,48.7,87.5,5
1993,10,British Columbia,Both sexes,42.2,79.5,6
1993,10,British Columbia,Females,39.3,72.2,6
1993,10,British Columbia,Males,44.9,86.7,6
1993,10,Manitoba,Both sexes,44.2,80.8,5
1993,10,Manitoba,Females,44.9,74.7,5
1993,10,Manitoba,Males,43.8,86.8,5
1993,10,New Brunswick,Both sexes,32.4,70.4,5
1993,10,New Brunswick,Females,33.9,62.8,5
1993,10,New Brunswick,Males,31,78.1,5
1993,10,Newfoundland and Labrador,Both sexes,18.1,60.6,4.75
1993,10,Newfoundland and Labrador,Females,16.5,52.9,4.75
1993,10,Newfoundland and Labrador,Males,19.6,68.4,4.75
1993,10,Nova Scotia,Both sexes,30.9,70.3,5.15
1993,10,Nova Scotia,Females,35.5,64.6,5.15
1993,10,Nova Scotia,Males,26.6,76.5,5.15
1993,10,Ontario,Both sexes,39.1,77.9,6.35
1993,10,Ontario,Females,41.3,71,6.35
1993,10,Ontario,Males,37.1,85,6.35
1993,10,Prince Edward Island,Both sexes,41.4,73,4.75
1993,10,Prince Edward Island,Females,41.7,67.5,4.75
1993,10,Prince Edward Island,Males,40,79,4.75
1993,10,Quebec,Both sexes,32.8,71.4,5.85
1993,10,Quebec,Females,32.8,64.2,5.85
1993,10,Quebec,Males,32.8,78.7,5.85
1993,10,Saskatchewan,Both sexes,44.7,82.1,5.35
1993,10,Saskatchewan,Females,42.7,76.5,5.35
1993,10,Saskatchewan,Males,46.7,87.6,5.35
1993,11,Alberta,Both sexes,46.7,80.5,5
1993,11,Alberta,Females,47.9,74,5
1993,11,Alberta,Males,45.6,86.8,5
1993,11,British Columbia,Both sexes,42.8,78.8,6
1993,11,British Columbia,Females,43.5,71.5,6
1993,11,British Columbia,Males,42.2,86.1,6
1993,11,Manitoba,Both sexes,42.5,80.3,5
1993,11,Manitoba,Females,43,74.9,5
1993,11,Manitoba,Males,42,85.7,5
1993,11,New Brunswick,Both sexes,33.6,67.6,5
1993,11,New Brunswick,Females,35.8,61.6,5
1993,11,New Brunswick,Males,31.3,73.7,5
1993,11,Newfoundland and Labrador,Both sexes,18.6,59.1,4.75
1993,11,Newfoundland and Labrador,Females,18.7,52.8,4.75
1993,11,Newfoundland and Labrador,Males,18.5,65.3,4.75
1993,11,Nova Scotia,Both sexes,30.3,69.6,5.15
1993,11,Nova Scotia,Females,35.8,63.5,5.15
1993,11,Nova Scotia,Males,25.2,76,5.15
1993,11,Ontario,Both sexes,38.8,77.3,6.35
1993,11,Ontario,Females,41.1,70.7,6.35
1993,11,Ontario,Males,36.7,84.1,6.35
1993,11,Prince Edward Island,Both sexes,40.4,70,4.75
1993,11,Prince Edward Island,Females,40.8,66.1,4.75
1993,11,Prince Edward Island,Males,40,74,4.75
1993,11,Quebec,Both sexes,32.7,71.1,5.85
1993,11,Quebec,Females,33.7,64,5.85
1993,11,Quebec,Males,31.7,78.2,5.85
1993,11,Saskatchewan,Both sexes,43,80.2,5.35
1993,11,Saskatchewan,Females,40.5,75.1,5.35
1993,11,Saskatchewan,Males,45.4,85.3,5.35
1993,12,Alberta,Both sexes,47.4,79.7,5
1993,12,Alberta,Females,48,73.5,5
1993,12,Alberta,Males,46.8,85.7,5
1993,12,British Columbia,Both sexes,45.5,77.4,6
1993,12,British Columbia,Females,45.1,70.3,6
1993,12,British Columbia,Males,45.9,84.5,6
1993,12,Manitoba,Both sexes,42.7,79.7,5
1993,12,Manitoba,Females,43.3,75.7,5
1993,12,Manitoba,Males,42,83.8,5
1993,12,New Brunswick,Both sexes,31.9,65.4,5
1993,12,New Brunswick,Females,35.6,60.4,5
1993,12,New Brunswick,Males,28.3,70.5,5
1993,12,Newfoundland and Labrador,Both sexes,17.6,57.2,4.75
1993,12,Newfoundland and Labrador,Females,16.6,51.8,4.75
1993,12,Newfoundland and Labrador,Males,18.6,62.6,4.75
1993,12,Nova Scotia,Both sexes,30.6,68.8,5.15
1993,12,Nova Scotia,Females,38.2,63.3,5.15
1993,12,Nova Scotia,Males,23.3,74.7,5.15
1993,12,Ontario,Both sexes,39.3,76.8,6.35
1993,12,Ontario,Females,40.7,70.6,6.35
1993,12,Ontario,Males,38,83,6.35
1993,12,Prince Edward Island,Both sexes,38.4,68.2,4.75
1993,12,Prince Edward Island,Females,34.7,65.3,4.75
1993,12,Prince Edward Island,Males,42,71.4,4.75
1993,12,Quebec,Both sexes,34.7,69.8,5.85
1993,12,Quebec,Females,38.1,63.2,5.85
1993,12,Quebec,Males,31.6,76.4,5.85
1993,12,Saskatchewan,Both sexes,43.2,79.7,5.35
1993,12,Saskatchewan,Females,45.4,74.9,5.35
1993,12,Saskatchewan,Males,41.1,84.4,5.35
1994,1,Alberta,Both sexes,43.3,78.7,5
1994,1,Alberta,Females,43.2,72.3,5
1994,1,Alberta,Males,43.4,84.9,5
1994,1,British Columbia,Both sexes,44.3,76.2,6
1994,1,British Columbia,Females,45,70.1,6
1994,1,British Columbia,Males,43.6,82.3,6
1994,1,Manitoba,Both sexes,41.3,77.1,5
1994,1,Manitoba,Females,41.6,73.1,5
1994,1,Manitoba,Males,40.8,81,5
1994,1,New Brunswick,Both sexes,28.6,64.4,5
1994,1,New Brunswick,Females,30.7,59.4,5
1994,1,New Brunswick,Males,26.5,69.5,5
1994,1,Newfoundland and Labrador,Both sexes,15.9,55.2,4.75
1994,1,Newfoundland and Labrador,Females,14.2,49.7,4.75
1994,1,Newfoundland and Labrador,Males,17.4,60.7,4.75
1994,1,Nova Scotia,Both sexes,28.1,66.8,5.15
1994,1,Nova Scotia,Females,34,62.1,5.15
1994,1,Nova Scotia,Males,22.8,71.7,5.15
1994,1,Ontario,Both sexes,37.3,75.3,6.7
1994,1,Ontario,Females,39.6,69.7,6.7
1994,1,Ontario,Males,35.1,81.1,6.7
1994,1,Prince Edward Island,Both sexes,39.4,65.5,4.75
1994,1,Prince Edward Island,Females,36.7,62.6,4.75
1994,1,Prince Edward Island,Males,42,68.5,4.75
1994,1,Quebec,Both sexes,30.6,69,5.85
1994,1,Quebec,Females,31.8,62.5,5.85
1994,1,Quebec,Males,29.5,75.5,5.85
1994,1,Saskatchewan,Both sexes,44.2,79.3,5.35
1994,1,Saskatchewan,Females,43.8,74.8,5.35
1994,1,Saskatchewan,Males,44.6,83.6,5.35
1994,2,Alberta,Both sexes,43.4,79,5
1994,2,Alberta,Females,43.8,73.3,5
1994,2,Alberta,Males,43.1,84.6,5
1994,2,British Columbia,Both sexes,43.1,77.2,6
1994,2,British Columbia,Females,44.2,70.9,6
1994,2,British Columbia,Males,42.2,83.5,6
1994,2,Manitoba,Both sexes,40.8,78.3,5
1994,2,Manitoba,Females,38.6,73.5,5
1994,2,Manitoba,Males,43,83.1,5
1994,2,New Brunswick,Both sexes,27.7,64.7,5
1994,2,New Brunswick,Females,29.4,60,5
1994,2,New Brunswick,Males,26.5,69.5,5
1994,2,Newfoundland and Labrador,Both sexes,15.3,55.8,4.75
1994,2,Newfoundland and Labrador,Females,14.2,50.4,4.75
1994,2,Newfoundland and Labrador,Males,16.3,61.1,4.75
1994,2,Nova Scotia,Both sexes,27.9,66.6,5.15
1994,2,Nova Scotia,Females,33,61.7,5.15
1994,2,Nova Scotia,Males,23.4,71.8,5.15
1994,2,Ontario,Both sexes,38.9,75.6,6.7
1994,2,Ontario,Females,40.3,70.3,6.7
1994,2,Ontario,Males,37.6,81.1,6.7
1994,2,Prince Edward Island,Both sexes,37.4,66.7,4.75
1994,2,Prince Edward Island,Females,36.7,64.4,4.75
1994,2,Prince Edward Island,Males,38,69,4.75
1994,2,Quebec,Both sexes,32,69.2,5.85
1994,2,Quebec,Females,31.1,62.5,5.85
1994,2,Quebec,Males,32.8,76,5.85
1994,2,Saskatchewan,Both sexes,42.1,79.1,5.35
1994,2,Saskatchewan,Females,44.1,73.9,5.35
1994,2,Saskatchewan,Males,40.2,84.1,5.35
1994,3,Alberta,Both sexes,42.3,79.3,5
1994,3,Alberta,Females,43.5,73.7,5
1994,3,Alberta,Males,41.1,84.8,5
1994,3,British Columbia,Both sexes,46.4,77,6
1994,3,British Columbia,Females,47.3,71.1,6
1994,3,British Columbia,Males,45.6,83,6
1994,3,Manitoba,Both sexes,41.2,78.2,5
1994,3,Manitoba,Females,40.8,72.3,5
1994,3,Manitoba,Males,41.7,84,5
1994,3,New Brunswick,Both sexes,29.4,64,5
1994,3,New Brunswick,Females,31.2,59.4,5
1994,3,New Brunswick,Males,27.2,68.7,5
1994,3,Newfoundland and Labrador,Both sexes,16.2,55.8,4.75
1994,3,Newfoundland and Labrador,Females,15.5,51.9,4.75
1994,3,Newfoundland and Labrador,Males,17.2,59.7,4.75
1994,3,Nova Scotia,Both sexes,30.3,67.1,5.15
1994,3,Nova Scotia,Females,34,61.4,5.15
1994,3,Nova Scotia,Males,26.5,73,5.15
1994,3,Ontario,Both sexes,38.4,75.6,6.7
1994,3,Ontario,Females,40.7,69.7,6.7
1994,3,Ontario,Males,36.3,81.6,6.7
1994,3,Prince Edward Island,Both sexes,37.4,66.8,4.75
1994,3,Prince Edward Island,Females,38.8,64.4,4.75
1994,3,Prince Edward Island,Males,35.3,69.3,4.75
1994,3,Quebec,Both sexes,33,69.3,5.85
1994,3,Quebec,Females,32.5,62.5,5.85
1994,3,Quebec,Males,33.5,76.2,5.85
1994,3,Saskatchewan,Both sexes,43,79.5,5.35
1994,3,Saskatchewan,Females,42.3,73.6,5.35
1994,3,Saskatchewan,Males,43.6,85.3,5.35
1994,4,Alberta,Both sexes,44,79.4,5
1994,4,Alberta,Females,42.3,73.6,5
1994,4,Alberta,Males,45.6,85,5
1994,4,British Columbia,Both sexes,44,76.9,6
1994,4,British Columbia,Females,45.7,70.9,6
1994,4,British Columbia,Males,42.5,82.8,6
1994,4,Manitoba,Both sexes,44.7,78.9,5
1994,4,Manitoba,Females,42.3,72.8,5
1994,4,Manitoba,Males,47,85.1,5
1994,4,New Brunswick,Both sexes,28.3,64.3,5
1994,4,New Brunswick,Females,31,58.4,5
1994,4,New Brunswick,Males,25.9,70.3,5
1994,4,Newfoundland and Labrador,Both sexes,15.2,55.7,4.75
1994,4,Newfoundland and Labrador,Females,15.1,51.5,4.75
1994,4,Newfoundland and Labrador,Males,15.2,60,4.75
1994,4,Nova Scotia,Both sexes,29.5,67.1,5.15
1994,4,Nova Scotia,Females,33.8,61.4,5.15
1994,4,Nova Scotia,Males,25.5,73.1,5.15
1994,4,Ontario,Both sexes,37.6,76.5,6.7
1994,4,Ontario,Females,39.6,70,6.7
1994,4,Ontario,Males,35.7,83.1,6.7
1994,4,Prince Edward Island,Both sexes,39.4,67.8,4.75
1994,4,Prince Edward Island,Females,40.8,63.4,4.75
1994,4,Prince Edward Island,Males,37.3,72.3,4.75
1994,4,Quebec,Both sexes,31.5,69.8,5.85
1994,4,Quebec,Females,32.3,63.1,5.85
1994,4,Quebec,Males,30.8,76.5,5.85
1994,4,Saskatchewan,Both sexes,42.6,80.4,5.35
1994,4,Saskatchewan,Females,42.6,75.3,5.35
1994,4,Saskatchewan,Males,42.7,85.5,5.35
1994,5,Alberta,Both sexes,50.3,81,5
1994,5,Alberta,Females,48.1,74.2,5
1994,5,Alberta,Males,52.4,87.5,5
1994,5,British Columbia,Both sexes,48,78.6,6
1994,5,British Columbia,Females,48.1,72.6,6
1994,5,British Columbia,Males,48,84.6,6
1994,5,Manitoba,Both sexes,51.1,80.1,5
1994,5,Manitoba,Females,50.8,73.5,5
1994,5,Manitoba,Males,51.5,86.8,5
1994,5,New Brunswick,Both sexes,34.4,69.6,5
1994,5,New Brunswick,Females,35.1,62.7,5
1994,5,New Brunswick,Males,33.7,76.6,5
1994,5,Newfoundland and Labrador,Both sexes,18.5,57.8,4.75
1994,5,Newfoundland and Labrador,Females,16.8,51.8,4.75
1994,5,Newfoundland and Labrador,Males,19.6,63.9,4.75
1994,5,Nova Scotia,Both sexes,36,70.2,5.15
1994,5,Nova Scotia,Females,33.8,62.9,5.15
1994,5,Nova Scotia,Males,38.3,77.9,5.15
1994,5,Ontario,Both sexes,42.3,77.4,6.7
1994,5,Ontario,Females,44.5,70.4,6.7
1994,5,Ontario,Males,40.2,84.6,6.7
1994,5,Prince Edward Island,Both sexes,44.4,76,4.75
1994,5,Prince Edward Island,Females,40.8,72.8,4.75
1994,5,Prince Edward Island,Males,47.1,79.6,4.75
1994,5,Quebec,Both sexes,34.9,71.2,5.85
1994,5,Quebec,Females,33.9,63,5.85
1994,5,Quebec,Males,35.9,79.5,5.85
1994,5,Saskatchewan,Both sexes,48.6,82.3,5.35
1994,5,Saskatchewan,Females,43.9,75.9,5.35
1994,5,Saskatchewan,Males,53.1,88.7,5.35
1994,6,Alberta,Both sexes,49.2,81.4,5
1994,6,Alberta,Females,46.6,74.5,5
1994,6,Alberta,Males,51.9,88.2,5
1994,6,British Columbia,Both sexes,47.1,79.1,6
1994,6,British Columbia,Females,48.7,72.6,6
1994,6,British Columbia,Males,45.7,85.7,6
1994,6,Manitoba,Both sexes,51.6,80.7,5
1994,6,Manitoba,Females,47.8,73.3,5
1994,6,Manitoba,Males,55.3,88.2,5
1994,6,New Brunswick,Both sexes,40.1,72,5
1994,6,New Brunswick,Females,39.3,63.6,5
1994,6,New Brunswick,Males,40.8,80.3,5
1994,6,Newfoundland and Labrador,Both sexes,20.3,60.4,4.75
1994,6,Newfoundland and Labrador,Females,19.3,53.6,4.75
1994,6,Newfoundland and Labrador,Males,21.3,67.3,4.75
1994,6,Nova Scotia,Both sexes,39.6,71.2,5.15
1994,6,Nova Scotia,Females,42.5,63.2,5.15
1994,6,Nova Scotia,Males,36.7,79.6,5.15
1994,6,Ontario,Both sexes,44,77.7,6.7
1994,6,Ontario,Females,43.2,70.6,6.7
1994,6,Ontario,Males,44.7,84.8,6.7
1994,6,Prince Edward Island,Both sexes,52.5,79.1,4.75
1994,6,Prince Edward Island,Females,51,76,4.75
1994,6,Prince Edward Island,Males,52.9,82.2,4.75
1994,6,Quebec,Both sexes,40.9,72,5.85
1994,6,Quebec,Females,39.7,63.5,5.85
1994,6,Quebec,Males,42.1,80.6,5.85
1994,6,Saskatchewan,Both sexes,49.4,83.5,5.35
1994,6,Saskatchewan,Females,45.5,76.4,5.35
1994,6,Saskatchewan,Males,52.8,90.5,5.35
1994,7,Alberta,Both sexes,57.6,80.4,5
1994,7,Alberta,Females,56.7,73.1,5
1994,7,Alberta,Males,58.4,87.6,5
1994,7,British Columbia,Both sexes,55,79.1,6
1994,7,British Columbia,Females,55.5,71.5,6
1994,7,British Columbia,Males,54.6,86.7,6
1994,7,Manitoba,Both sexes,60.9,80,5
1994,7,Manitoba,Females,59.1,71.1,5
1994,7,Manitoba,Males,62.7,88.8,5
1994,7,New Brunswick,Both sexes,51.5,69.4,5
1994,7,New Brunswick,Females,51.7,59.7,5
1994,7,New Brunswick,Males,51.1,79.3,5
1994,7,Newfoundland and Labrador,Both sexes,40,60.5,4.75
